gs_level,p,n_samples,gs_ssim,gs_psnr,gs_mae,recon_ssim,recon_psnr,recon_mae,recon_fft,ssim_improvement,psnr_improvement
gs0,0.0,3082,0.44245442748069763,6.869599342346191,0.419969379901886,0.9188624620437622,30.463293075561523,0.0321560837328434,0.01166749931871891,0.4764080345630646,23.593693733215332
gs50,0.5,3082,0.03611330687999725,8.648569107055664,0.29449987411499023,0.7369223833084106,22.301673889160156,0.06283797323703766,0.03218500316143036,0.7008090764284134,13.653104782104492
