arch,init,train_cond,eval_cond,attacker_type,eval_split,best_epoch,best_val_auc,macro_auc,bal_acc,top1_acc,male_macro_auc,female_macro_auc,male_n,female_n,male_bal_acc,female_bal_acc,auc_NoFind,auc_Infilt,auc_Atelec,auc_Effus,auc_Nodule,auc_PneuTx,auc_Mass,auc_Consol,auc_PlThck,auc_CardMeg,auc_Emphy,male_auc_NoFind,male_auc_Infilt,male_auc_Atelec,male_auc_Effus,male_auc_Nodule,male_auc_PneuTx,male_auc_Mass,male_auc_Consol,male_auc_PlThck,male_auc_CardMeg,male_auc_Emphy,female_auc_NoFind,female_auc_Infilt,female_auc_Atelec,female_auc_Effus,female_auc_Nodule,female_auc_PneuTx,female_auc_Mass,female_auc_Consol,female_auc_PlThck,female_auc_CardMeg,female_auc_Emphy
densenet121,scratch,gs40,gs40,adaptive,test,48,0.7272102122741081,0.7236791819894844,0.2440375670758189,0.27862171174509076,0.729042118499288,0.7091590392172409,1434,1265,0.2348977466158324,0.23840136000161152,0.6854194824783061,0.6789701118590878,0.7431654078191059,0.7975189969063199,0.6361528428578329,0.7561987770521194,0.7087326442559713,0.6706178842504744,0.6647833949969629,0.8653161846264321,0.7535952747817154,0.7051259179972053,0.6936886207474443,0.7492281013407773,0.78645572899409,0.656049900640318,0.7441601283880172,0.7190211104684789,0.6974482041436685,0.6398458358453191,0.89221306913058,0.7362266857962697,0.6659929467345378,0.6618381502890174,0.7275930050016429,0.8142832618025752,0.6100492325514044,0.7362094088259784,0.6887124207042383,0.5935203176480527,0.7000223363859728,0.8370049924870341,0.7655233589591957
densenet121,scratch,gs40,raw,blind,test,,,0.647320840375695,0.16662586762828024,0.13634679510929973,0.6522327613002054,0.6314594514234355,1434,1265,0.15406629453021206,0.17372352607380537,0.633958688370453,0.6219922052943261,0.6571730559118332,0.7352569037537601,0.6250809139655089,0.7037472787808938,0.605471847739889,0.5863259013282732,0.5572505384063172,0.6804172624047086,0.713854648176682,0.6432670294056433,0.6383263504832132,0.675091224386999,0.7100831982842235,0.6245804813424598,0.7344418687589159,0.6009615384615384,0.6458523318134549,0.5541942985100337,0.6614994990537683,0.6862625538020086,0.621259190870679,0.6031387283236994,0.6284606866002214,0.7717682403433476,0.6240873687258983,0.6616621565362197,0.6070722625724005,0.45378896679902,0.5642357233266324,0.6829891910232175,0.7275914505364535
resnet18,pretrained,gs30,gs30,adaptive,val,99,0.6484747724534753,0.6484747724534753,0.2117638724951128,0.20950965824665677,0.657306081555942,0.6314239884581199,758,588,0.20643407081041784,0.20889488849748866,0.6233402715829122,0.6172101449275363,0.6885771165960145,0.7027066784348337,0.6031045268705975,0.68802950628104,0.6109524544612535,0.6131458966565349,0.5987415434009862,0.7923695889797584,0.5950447687967619,0.6262877647875911,0.6538851351351351,0.6784746793454224,0.6946000339468006,0.6331499169435216,0.7027479892761394,0.5973004694835681,0.6442942942942942,0.5753013238490416,0.8038566624632199,0.6204686275906275,0.6525953665048108,0.5687556839458622,0.7002525252525252,0.716106181765071,0.5330632716049383,0.6018518518518519,0.6443512423019749,0.5734953703703705,0.6472111738044585,0.7667485667485667,0.5412326388888888
resnet18,pretrained,gs30,gs30,adaptive,test,99,0.6484747724534753,0.6452999054821178,0.193529240966855,0.21193034457206372,0.6464233098449581,0.6351974259261092,1434,1265,0.18839629289579934,0.17810602673504677,0.6212415035944449,0.6188721086197297,0.712335518502684,0.7378569493748486,0.5983462956700963,0.6276932065565373,0.5677742084347012,0.632258064516129,0.581043956043956,0.709929537279844,0.6909476117103236,0.6509269170160259,0.6438835819227976,0.7073321721209045,0.7434046834428787,0.5794104658865091,0.5775008915834522,0.574436090225564,0.6639948804095672,0.5812160881922315,0.7092285428030725,0.6793220946915351,0.6108643577203314,0.5915838150289017,0.717182042763438,0.7574935622317596,0.6196137607267518,0.600176935886761,0.5433713340075388,0.5710906479682352,0.6085734494825404,0.6944161698415006,0.6728056095294416
resnet18,pretrained,gs30,raw,blind,test,,,0.5693608469152124,0.09758205713141223,0.2875138940348277,0.5643672906523061,0.562064725194574,1434,1265,0.09500314082482736,0.09966363526342154,0.513853793265558,0.5515197145315585,0.5729050876442925,0.6153001725047403,0.5528170941822457,0.6293299398130361,0.5647029305949454,0.5323648007590133,0.5350826936882214,0.5612461450672891,0.6338469440164356,0.5129560253322629,0.589466510250824,0.5666678201889469,0.612136948833959,0.5671340251711194,0.5440665121255349,0.6052414690572585,0.5603071754259659,0.5094845405219189,0.5064148948012913,0.634164275466284,0.5088498519479655,0.5042745664739884,0.5886970172684458,0.6372360515021458,0.534721904674806,0.6525291423813488,0.5045393950537832,0.4690377629466926,0.5802434666071029,0.5859992244680335,0.6165835938160007
densenet121,pretrained,gs30,gs30,adaptive,val,61,0.6868277745556548,0.6868277745556548,0.25366634250798703,0.23699851411589895,0.6929497925596353,0.6717244547700196,758,588,0.2521554927956325,0.23825517999936927,0.6441391614629794,0.6470095937946521,0.717329939384335,0.751978523095028,0.5944165312053593,0.7328914694712241,0.6609823633837604,0.6337639311043566,0.6133614264419218,0.859073130259571,0.7001594505090151,0.6517536751938882,0.6712837837837837,0.7192752100840337,0.7183870420212896,0.6327000276854927,0.7619526362823951,0.6726672535211268,0.6673423423423424,0.6023315550286504,0.8441046658259774,0.6806495263870094,0.6564297360735339,0.6156983897715723,0.7114898989898989,0.8010369883521379,0.5116126543209876,0.6369772998805256,0.6530579740921639,0.5847800925925926,0.6435112385533253,0.865028665028665,0.7093460648148149
densenet121,pretrained,gs30,gs30,adaptive,test,61,0.6868277745556548,0.6826229568684119,0.22359647614567457,0.2289736939607262,0.6810020172182848,0.674996084935043,1434,1265,0.21406350375270114,0.21688075179599442,0.6330130653660065,0.646536037859999,0.7254904755118521,0.774295011619121,0.6272402299405826,0.6609080868228968,0.6284694686756542,0.6596714895635674,0.6274055718151196,0.7884964319832787,0.737326656394453,0.6521050753724021,0.6655069549187196,0.721012946365059,0.7604961774575424,0.6249779200706558,0.613944365192582,0.5903918449971082,0.6906327493800495,0.6346460253208165,0.8023906267393967,0.7349175035868005,0.6233697641148486,0.6250289017341042,0.7328136979299769,0.8048240343347639,0.6269681588854848,0.6414446294754371,0.6562816033832858,0.5860860015206556,0.631356563174745,0.7745989045610974,0.7221846751710738
densenet121,pretrained,gs30,raw,blind,test,,,0.5061591570726858,0.10254022706852896,0.19970359392367543,0.4950320128938477,0.5213424928088369,1434,1265,0.10643004163135297,0.0998407192938059,0.506101741395859,0.4731538188996305,0.4076825328962995,0.5485793307956602,0.5155064972706632,0.5952386669227815,0.4751766376788219,0.5204340607210626,0.5026161024904743,0.5517410511063096,0.4715202876219825,0.48224957630898224,0.47386849896653815,0.4221160981724362,0.4841344908397544,0.4989843232501655,0.5668464693295292,0.4896905725853094,0.4701703863690905,0.536484798897597,0.5813341867972838,0.4394727403156385,0.5182819309977709,0.4718150289017341,0.38168254779550465,0.6226609442060086,0.5344018168792963,0.610858139050791,0.45793876988140114,0.6189912984708963,0.4597386642841188,0.5308152779797393,0.527583002449945
resnet18,scratch,gs30,gs30,adaptive,val,30,0.7159022544750919,0.7159022544750919,0.2333639232109758,0.30237741456166417,0.721333722899281,0.7016524888911697,758,588,0.23720103554775582,0.2285183811667574,0.6852809991079393,0.6769519289650948,0.7274028366546492,0.7619593998234775,0.6121188611398454,0.8003030966988022,0.7385381290521768,0.6073201621073963,0.6747649352138515,0.9329803906075093,0.657304059855268,0.6641827757842343,0.6954231016731016,0.7164003759398495,0.7182173080187192,0.6298449612403101,0.841934763181412,0.7850352112676057,0.6289039039039039,0.6695514720410987,0.930380411937789,0.6547966669040666,0.6945942556126927,0.6530251965976569,0.7356060606060607,0.807426881367072,0.5828317901234569,0.736857825567503,0.6770545763431726,0.5625,0.6701507723614837,0.9321867321867322,0.665943287037037
resnet18,scratch,gs30,gs30,adaptive,test,30,0.7159022544750919,0.7206665390413214,0.22825452957163286,0.30196369025565023,0.7207972464716228,0.708543271351134,1434,1265,0.2205948568467343,0.22247123219173473,0.6671083818142641,0.6759408057903527,0.7470903995059617,0.7914848951427798,0.6343703202743829,0.7580556089127928,0.7325792909402905,0.6615334440227704,0.6515441217074384,0.8630753547179247,0.7445493066255778,0.6795446436535546,0.6818077202390929,0.7516504981293713,0.7791480158323745,0.6300618238021639,0.7293375534950071,0.7390182186234818,0.697960163186945,0.6475432779261046,0.8754452855393522,0.7172525107604018,0.652531024386998,0.6685491329479768,0.736750514159152,0.8072274678111588,0.6375844041032207,0.7478013114071607,0.7182702031810241,0.5576581904198699,0.6465266919812375,0.8472323202947022,0.7738447241699754
resnet18,scratch,gs30,raw,blind,test,,,0.7018146851157896,0.22399432707293795,0.24601704334938868,0.7049384408964934,0.6907873230789285,1434,1265,0.21418830165297803,0.22749834145391185,0.6613822452057745,0.6544186870476286,0.7358724051113963,0.7584113881641789,0.6296201471748547,0.7316237674478167,0.6922270460624471,0.6207957779886148,0.6440892650063503,0.819230103417987,0.7722907036466359,0.663972140457289,0.6657125300262556,0.7463904365312817,0.7421274903758683,0.6282567895782735,0.7123528887303852,0.7018652400231348,0.653371730261579,0.6433877357678064,0.8632416787264833,0.7336441893830703,0.6547164554014039,0.6423034682080926,0.7168412982366471,0.7857682403433476,0.6300547197707561,0.7100072855953373,0.6704399190953387,0.5527583002449945,0.6370709552527735,0.7781372691580631,0.8205626425614598
densenet121,scratch,gs30,gs30,adaptive,val,34,0.7242851374195651,0.7242851374195651,0.2868329014328851,0.28826151560178304,0.731090320795814,0.7080376487894667,758,588,0.2705272659804826,0.28949797482374706,0.6947606303895332,0.6810803225147989,0.7379709599461194,0.761981465136805,0.6526710506871582,0.7646618463336254,0.7467679067613461,0.614564336372847,0.7217062263501892,0.9303069811544388,0.6606647859683552,0.6908785739090173,0.6964527027027027,0.7263379035824856,0.7474600518901093,0.6795404208194905,0.7970285969615728,0.7512910798122066,0.6731231231231232,0.6957518277020351,0.9227091214796133,0.6614201267715974,0.6925158122950673,0.6597656876905793,0.7448232323232323,0.7768649359185015,0.5972222222222222,0.6992831541218638,0.7418772563176895,0.5237268518518519,0.7548792896124317,0.9313677313677314,0.666087962962963
densenet121,scratch,gs30,gs30,adaptive,test,34,0.7242851374195651,0.7323826597713229,0.26865321734364195,0.280844757317525,0.7365946529180708,0.7168742970172673,1434,1265,0.25147034352840536,0.27105769828897974,0.6901701239936534,0.6682555549931669,0.7564985036340317,0.7994685856036953,0.6696327069545756,0.7712055000640285,0.7334888013727782,0.6581593927893739,0.6622846374730798,0.8789503042271221,0.7680951463790447,0.6958827639520708,0.679731858555388,0.7617245927105082,0.7891607275180885,0.6685250607198058,0.7583585948644793,0.7580827067669174,0.6965682745380369,0.6493519076737576,0.8994767894912613,0.7456779053084649,0.6834722360847723,0.6537572254335261,0.7443077409854818,0.8132961373390557,0.6700885576234243,0.7462271024146544,0.6948032545738714,0.5798344175044352,0.6756384483657211,0.8550361107071882,0.7691560361578103
densenet121,scratch,gs30,raw,blind,test,,,0.6705885543814355,0.17174975969679226,0.13078918117821414,0.6761356197419055,0.6635164325107771,1434,1265,0.17475605416995751,0.16309483798956187,0.6435006170300288,0.6353928354507263,0.6755498551137714,0.7516751493377815,0.6233064425229056,0.6795604430784992,0.6468590527650461,0.5930858633776092,0.6121748854160914,0.8044579371541781,0.7109110169491526,0.6428098890970178,0.655871739008994,0.6944896240670889,0.7390911445939188,0.6267222344888497,0.6993134807417973,0.6520821283979179,0.6315814734821215,0.6208767548014814,0.8195062896582433,0.6551470588235294,0.6434066939481652,0.6082167630057804,0.6638920326627968,0.7852703862660942,0.6198576371423781,0.6141366569525395,0.6286315160430265,0.5807214665878179,0.5913930459385004,0.7788764480635937,0.7842781110078567
resnet18,pretrained,gs20,gs20,adaptive,val,99,0.6758208309946568,0.6758208309946568,0.2335523659795147,0.21768202080237742,0.6841074865861769,0.6542963288502719,758,588,0.2282593975373427,0.2200142857048874,0.6370304291802953,0.6595657276995306,0.7014728021869181,0.7388643718740807,0.5890227082409734,0.7641688577271399,0.6265726304414944,0.6351570415400203,0.5904569430111225,0.8648808818300344,0.626836747209616,0.6244067600416715,0.6895511583011583,0.6940789473684211,0.7218059697873476,0.6341535160575859,0.7258713136729222,0.6735035211267605,0.6683933933933934,0.5785022722782059,0.8629676334594367,0.6519478669610426,0.6617154324416333,0.6195233509870005,0.7056186868686867,0.7643042319348596,0.4998070987654321,0.7312425328554361,0.5774580590358888,0.5815972222222222,0.6218666173341967,0.8645372645372646,0.5695891203703705
resnet18,pretrained,gs20,gs20,adaptive,test,99,0.6758208309946568,0.6788227000389644,0.21424477140220766,0.2230455724342349,0.6758368553266364,0.668953412670979,1434,1265,0.2099996253410005,0.19893511335767344,0.6405711935123699,0.63884699093992,0.7203268253289629,0.7650104073107795,0.6230021093989018,0.6746382379305929,0.628319377052559,0.6655953510436433,0.6169653211110497,0.7740640768357815,0.7197098099640473,0.6603559004549104,0.6594737724149489,0.7232123288461316,0.7593695967805095,0.6049127842790902,0.6075472539229672,0.6082345286292654,0.7211263098952083,0.5908298165532684,0.7988561727707894,0.7002869440459111,0.6291296536580497,0.6144797687861271,0.7151254061553064,0.7845407725321889,0.6394210983584069,0.6628330557868443,0.6381929760044129,0.5453662245501394,0.6584208175117265,0.7395424361397896,0.7314353298977782
resnet18,pretrained,gs20,raw,blind,test,,,0.6043008668973952,0.12475800586832207,0.26454242311967396,0.6014966772054078,0.5989040262507939,1434,1265,0.13162546449538837,0.11444561607092921,0.5922538246067658,0.5792326770258642,0.6134174148496508,0.6975286201046433,0.5802682640130107,0.6188372390831092,0.6034176086596146,0.5905419829222012,0.563293804185764,0.6613429591777853,0.5471751412429379,0.6249851336485001,0.5999687168314619,0.5950675387295106,0.6954316249871979,0.5876793994259218,0.5787936875891584,0.6356709080393291,0.5956483481321494,0.5679205064163293,0.6210759211844596,0.5142216642754663,0.5635500881658183,0.5541589595375722,0.6412386063548855,0.7093476394849785,0.5698096239730517,0.5906015820149876,0.5417969109129355,0.5934780772155106,0.5413223140495869,0.6859943773932432,0.5966461096561628
densenet121,pretrained,gs20,gs20,adaptive,val,91,0.7108506974864927,0.7108506974864927,0.2693192111080268,0.2607726597325409,0.7061027337601696,0.7084691663065205,758,588,0.257283929758838,0.27012676344252556,0.6670671027852115,0.675796080832823,0.737287548036924,0.7500000000000001,0.6433981084675632,0.7744851007887817,0.7556151589996913,0.6387791286727457,0.6742776057791539,0.8935508935508936,0.6091009444376303,0.6683065169579812,0.6937339124839125,0.729641198584697,0.7242307412526369,0.6833125692137321,0.7556970509383377,0.782394366197183,0.6653153153153153,0.6330764671013633,0.8740542244640606,0.5573677088526459,0.6658006486176561,0.6522227571818328,0.7371212121212122,0.7817577682842224,0.5695216049382716,0.7336917562724015,0.7284986196644723,0.5862268518518519,0.7534918138932569,0.9021021021021021,0.6827256944444445
densenet121,pretrained,gs20,gs20,adaptive,test,91,0.7108506974864927,0.7024369699634838,0.2278567892368537,0.24712856613560577,0.6998109912601836,0.6923840421833716,1434,1265,0.19928525715980178,0.24547639132218124,0.6597647450588627,0.665037708154072,0.7410645575032064,0.7969469512282052,0.6477352140798351,0.7086054552439492,0.6615523506140315,0.6354779411764706,0.6327240598597382,0.8524225967980816,0.7254750898818696,0.674073826301549,0.681767499022401,0.7467864791808454,0.8028001855544644,0.6349304482225657,0.6589916191155493,0.6475491613649508,0.6644268458523318,0.6152247868400654,0.8622954469553602,0.7090746054519369,0.6487922946401835,0.6454190751445087,0.7309091794141627,0.7953304721030042,0.6615223985245478,0.7011735012489592,0.663165394869909,0.5556306496578525,0.6599471372198645,0.8390771169599147,0.7152572442341809
densenet121,pretrained,gs20,raw,blind,test,,,0.6221912335176409,0.12201420483091173,0.09670248240088922,0.6234237455540451,0.6170874693183307,1434,1265,0.12264967885060672,0.11929316975984734,0.6086756380874028,0.5805423394240017,0.6763063512422212,0.6966856992144619,0.574107531037148,0.6672229158663081,0.5988902180584864,0.6227703984819735,0.47313145397316253,0.6684469349678462,0.6773240883410375,0.6486226325335236,0.5867202949555892,0.695373991148639,0.7018296393134486,0.5896831530139104,0.6393990727532097,0.5848467322151533,0.5842892568594513,0.5117776246662648,0.6571023043526661,0.6580164992826399,0.5765628638919387,0.5763092485549133,0.6431857179365486,0.7026952789699572,0.5558705625924063,0.6519436927560366,0.6134044313689436,0.6890681760581228,0.434256570620207,0.6705927972468616,0.6740728225057024
resnet18,scratch,gs20,gs20,adaptive,val,32,0.7193347086301783,0.7193347086301783,0.26846224121451506,0.2852897473997028,0.7298159614510698,0.6981381998402506,758,588,0.25411617446122353,0.2669711606302434,0.68019823570225,0.6799882629107982,0.7421407630442534,0.7705501618122976,0.665952416137136,0.7625073035349109,0.7470669959864156,0.5966058763931105,0.6581527347781218,0.9365888348939196,0.6729302097387465,0.6859879615696262,0.7078909266409267,0.7193166740380362,0.7463204093014234,0.6805440199335548,0.7723413762287756,0.7797828638497653,0.6837837837837838,0.6586840545346769,0.937316099201345,0.6560074068798518,0.6740427514289298,0.6406275076231744,0.7571022727272727,0.801840289188301,0.6360725308641975,0.703584229390681,0.7067317901889998,0.46484374999999994,0.6675608176856905,0.9313677313677314,0.6957465277777778
resnet18,scratch,gs20,gs20,adaptive,test,32,0.7193347086301783,0.7232139506084154,0.2287266867124095,0.2667654686921082,0.7233969214185808,0.7131903206021767,1434,1265,0.22205150976626317,0.22866661693170193,0.6703771718477601,0.6725458065495773,0.753647095149874,0.8067875625507891,0.6708677519604528,0.7756995133819952,0.716315631482502,0.655176707779886,0.6473473134905297,0.8680026159044425,0.7185862865947612,0.6862568013558112,0.6818725210882074,0.7584985753999839,0.7987457000162661,0.6724276882313976,0.751203637660485,0.7271905725853094,0.7028397728181746,0.638370941348721,0.8679728375820995,0.671987087517934,0.6562073726586153,0.6620317919075144,0.7403283316904579,0.8228412017167382,0.6635877269193836,0.7618390924229808,0.6924818424197848,0.5469713609867365,0.6648797557888466,0.8653603800106635,0.7685646701022217
resnet18,scratch,gs20,raw,blind,test,,,0.6934152733873314,0.15760836267179085,0.12486105965172287,0.6904937285205496,0.6884119091450616,1434,1265,0.1476820889011252,0.1637838172849488,0.6199937317584376,0.641675735182467,0.739546814878153,0.7777967865645894,0.6426662158027792,0.7360297413241131,0.6711156511960288,0.64115275142315,0.6361270638908829,0.8222146708640818,0.6992488443759631,0.6182543930068684,0.6455617004636612,0.7553456145005442,0.7756718818716903,0.6430006623978803,0.7018767831669044,0.6683415268941585,0.6643308535317175,0.6223301179915597,0.8269369920961818,0.6737804878048781,0.6154847456499318,0.6378092485549133,0.7138658683509183,0.7852875536480687,0.6377292057249988,0.7195175895087427,0.6656017284177622,0.6105009715299485,0.6531531531531531,0.817859047065096,0.7157218889921432
densenet121,scratch,gs20,gs20,adaptive,val,43,0.7318286289589263,0.7318286289589263,0.2880037536785501,0.2986627043090639,0.7347679380000756,0.7168217499668972,758,588,0.28698429281029153,0.2720571640496257,0.7005649717514124,0.6794728516023678,0.7472118775008914,0.7756619593998235,0.6597273533323482,0.7470420683610867,0.7754322321704229,0.6142603850050659,0.7331011351909184,0.92731750358869,0.6903225806451614,0.6888094686885057,0.7100144787644788,0.7386250552852721,0.761717708106011,0.6785887320044297,0.7186103663985702,0.7764377934272301,0.6792792792792792,0.7133372851215174,0.9241277847835225,0.6928993661420126,0.7086058303918583,0.6397581982560316,0.7511679292929293,0.790667104830759,0.6155864197530865,0.7148148148148149,0.7729878955192185,0.5082465277777778,0.767921561372676,0.9250341250341251,0.6902488425925926
densenet121,scratch,gs20,gs20,adaptive,test,43,0.7318286289589263,0.7357556728822193,0.2684624148457464,0.29640607632456467,0.7332031543731801,0.7297059546449151,1434,1265,0.2511334262380264,0.2724865585210238,0.6913312178018061,0.6790564736549072,0.7594045413519548,0.8130034358382162,0.6931291564014621,0.7725420988602894,0.7262306393007075,0.6463057400379507,0.642382586006958,0.903092922311485,0.766833590138675,0.7023273273273273,0.6952226132618289,0.7588446320840687,0.8087343137195837,0.7025888717156105,0.7440486804564908,0.7244360902255638,0.654347652187825,0.6048951425372492,0.9221028609595903,0.7476865136298422,0.6795047742622351,0.6609826589595376,0.7544996531707495,0.8192618025751074,0.6825796027862879,0.7586776644462948,0.722545279029144,0.5953366562473599,0.688407415680143,0.8843245601279628,0.7806454338092422
densenet121,scratch,gs20,raw,blind,test,,,0.6564147389998862,0.16149931988434674,0.1274546128195628,0.6607303382321361,0.6520561352680375,1434,1265,0.15221466973576642,0.17316890762692852,0.6244701377054319,0.6370444652528218,0.6967649992874447,0.7536104814450479,0.6264415567685941,0.6988050646689716,0.5984578645770328,0.5699181688804554,0.5191755480700204,0.8095230462463694,0.6863507960965588,0.6288355186870037,0.654676275068432,0.7004802497760244,0.7522667164691637,0.6395396334731729,0.7004948288159771,0.5892567958357432,0.6028477721782257,0.520766945138231,0.8430368473783814,0.6358321377331421,0.6157342715507202,0.6175809248554913,0.7266620422766602,0.7720858369098713,0.6084411724358681,0.6816455037468776,0.5976716925622874,0.5218805440567711,0.5095115776933958,0.7731568998109641,0.7482470220495059
resnet18,pretrained,gs10,gs10,adaptive,val,96,0.702447597276482,0.702447597276482,0.24464157755400476,0.23402674591381872,0.7029441258389647,0.6878741970558123,758,588,0.24119948584020526,0.23197945313860424,0.6789334919218952,0.6359218718105736,0.7269175151539162,0.7536187113857017,0.6245074134279099,0.7672180835524394,0.7049050632911392,0.6339412360688957,0.6456541680999884,0.8665534089262903,0.6887526064025512,0.687507234633638,0.6679134491634492,0.7267801857585139,0.7347057539826871,0.6461274916943521,0.6827524575513851,0.7164025821596245,0.6626876876876877,0.6302311796087731,0.8957019756200084,0.6815753863684922,0.6754761606134991,0.5932702080992885,0.7124368686868687,0.7779603461496329,0.5785108024691358,0.7495818399044206,0.7024846039498833,0.5727719907407408,0.674498196281565,0.8266448266448266,0.7029803240740741
resnet18,pretrained,gs10,gs10,adaptive,test,96,0.702447597276482,0.7007130615558622,0.22356364233400391,0.23379029270100038,0.6924004583534717,0.6993285777303242,1434,1265,0.21083281112440205,0.22256304765922164,0.6441646588705413,0.6614595459837018,0.7436392570424208,0.7844510499978615,0.6567283384055521,0.7356175566653861,0.6494397326128936,0.6593334914611005,0.6382530785797117,0.8265777173669127,0.7081792501284027,0.6546658044182797,0.6787285626501314,0.7455483652666751,0.7797203429142894,0.660239567233385,0.6747726462196861,0.6369505494505494,0.6876249900007999,0.6102510550340196,0.8242374485138595,0.6636657101865137,0.6385866852979339,0.6426994219653179,0.736190719579424,0.8008240343347639,0.6492752297773103,0.7393448168193173,0.6474901167601361,0.5882825040128411,0.6805896805896806,0.8200281130337841,0.7493030328630566
resnet18,pretrained,gs10,raw,blind,test,,,0.5992303096670368,0.10423691650799145,0.1848832901074472,0.5944657757322133,0.5946435816921861,1434,1265,0.1061986621564206,0.10143304798327507,0.6135423400129283,0.5935035683555195,0.6559397415799724,0.7539383830175499,0.564550826852165,0.5980439236778077,0.5041622423240456,0.6424750948766604,0.5615232757192556,0.6133943283601229,0.4904596815613765,0.6433599441025184,0.6195430422881403,0.6425272904146143,0.7678400375928525,0.5523073526164716,0.5296228601997147,0.5096081550028918,0.6618030557555394,0.5477456722073896,0.6041133251697651,0.46065279770444767,0.580388927704029,0.564228323699422,0.6670287077263821,0.747296137339056,0.5798542838416633,0.616101165695254,0.49304725567711694,0.5726113035397482,0.5716439580075945,0.6119189569095052,0.5369603784742756
densenet121,pretrained,gs10,gs10,adaptive,val,83,0.7303002690530573,0.7303002690530573,0.2869558327041611,0.2585438335809807,0.7336418656649454,0.7138595861441825,758,588,0.2901406406244089,0.26810429855420703,0.6672534443453265,0.6786525311288018,0.7481230933798185,0.7807884671962343,0.6547275996256341,0.7671450482033304,0.7574965267057734,0.6428064842958461,0.7127336314642816,0.9098020623444352,0.7137740708941493,0.6855683528186133,0.6936011904761905,0.7373258513931888,0.7839771101573677,0.6882094407530452,0.7262064343163539,0.757306338028169,0.6866366366366367,0.7076862280181783,0.9201870533837747,0.6833558863328822,0.6466467183888481,0.6593109720216124,0.7496527777777778,0.775842553036112,0.5815200617283951,0.7383512544802868,0.7574856657464429,0.5655381944444444,0.7099250763111645,0.894021294021294,0.7741608796296297
densenet121,pretrained,gs10,gs10,adaptive,test,83,0.7303002690530573,0.729171510828673,0.2521372932140083,0.2667654686921082,0.72689270272203,0.720268035965954,1434,1265,0.24624096399059087,0.2424272702358764,0.6673747820806645,0.6803784734524473,0.7502553322882524,0.8088797171492521,0.6707856303238169,0.7580596107055961,0.7066582436143856,0.6748458254269448,0.6818674416036226,0.8698747828094043,0.7519067796610169,0.6702383076145453,0.7049014021563041,0.755868544600939,0.8048545385537597,0.6753919187458601,0.7375178316690442,0.6973684210526316,0.7053355731541476,0.6414283868745155,0.8685711900256039,0.7343436154949785,0.6643627108493863,0.6504942196531792,0.7363124140532779,0.815716738197425,0.6655844650723247,0.736781848459617,0.7042038245839846,0.5991805356086846,0.7304370486188668,0.8647423779748922,0.7551322125538565
densenet121,pretrained,gs10,raw,blind,test,,,0.6312336202745397,0.13378801608312665,0.29640607632456467,0.6337296712414798,0.621997854045305,1434,1265,0.12610493054841784,0.13925254967959325,0.616090771973125,0.6167962620843246,0.6915853166120375,0.7412838772222461,0.5746485677020433,0.6301262965808683,0.5957584555347966,0.5955526565464896,0.5210962090673146,0.7179503619308966,0.6426810477657936,0.6469204352867719,0.6252745656667226,0.6723958273254047,0.7276867744248112,0.5570048575844556,0.6918687589158344,0.5856853672643146,0.5891688664906808,0.5581237619498751,0.6939775130802628,0.6229196556671449,0.5865730112785708,0.6084537572254335,0.7142461635817117,0.7593648068669527,0.5961711402746659,0.5989409866777685,0.5956375838926173,0.5454084649826814,0.4500502568684387,0.7290242838446997,0.6581059390048154
resnet18,scratch,gs10,gs10,adaptive,val,30,0.7279338817613582,0.7279338817613582,0.2693631651456017,0.29420505200594355,0.7356386712331758,0.7043697677643003,758,588,0.255257947716826,0.27492838774111816,0.6869541084349291,0.6660542967952643,0.7441860465116279,0.7874007060900264,0.6359785232254569,0.7536335086181711,0.7435454615622107,0.6636271529888551,0.6886681573214081,0.938169175457311,0.6990555623696798,0.6735009839101749,0.6942889317889319,0.7336493808049536,0.7739385562910696,0.667047342192691,0.7304512957998213,0.7519366197183097,0.7271021021021021,0.6946058091286307,0.9365804960067254,0.7089238658215227,0.6941463152425149,0.6273070133204943,0.7420454545454546,0.8023149669551247,0.5828703703703704,0.720310633213859,0.731312380547887,0.5607638888888888,0.6757931736194617,0.9375921375921376,0.6736111111111112
resnet18,scratch,gs10,gs10,adaptive,test,30,0.7279338817613582,0.7256858707956304,0.25721840474851615,0.2960355687291589,0.7239122893543669,0.7153049300227192,1434,1265,0.2582284189000678,0.2500663960648918,0.6883635971871266,0.680211760388723,0.7643461118236663,0.8085696363143864,0.6602627892372349,0.7564789025483416,0.7109840186024005,0.6362250948766605,0.6274711469435087,0.9061928973065161,0.7434386235233693,0.6949499003954449,0.6977520808893358,0.7634010450911859,0.8043545054190337,0.6631927577831751,0.7193741084165477,0.7144303065355697,0.6492120630349573,0.6165166652312462,0.9137398419236336,0.7261119081779054,0.6814053298732409,0.6590086705202312,0.7572560330035413,0.8209442060085838,0.6575670279086073,0.7473199417152373,0.7113404431368944,0.5437188476810003,0.6468989650807833,0.895872715816005,0.7470220495057869
