fold,arch,init,train_condition,attacker_type,eval_split,eval_condition,seed,level,rank1,rank5,top1_sim,margin,p_top1,auc,tar_at_far_1pct,mean_sim_same,mean_sim_diff,n_pos_pairs,n_neg_pairs
3,densenet121,scratch,gs50,adaptive,test,gs50,1337,slice_level,0.7263835877862596,0.9119751908396947,0.9825894364106064,0.0008652436028000052,0.0007865007117441509,0.7800199534368358,0.14373829092886928,0.9423010377865684,0.8672115322915865,264752,838400
3,densenet121,scratch,gs50,adaptive,test,gs50,1337,subject_level,1.0,1.0,0.998713907988175,0.004505388978598774,0.03488329366065454,0.9967938025871974,0.9710144927536232,0.998713907988175,0.9170472638940363,69,4692
3,densenet121,scratch,gs50,blind,train,raw,1337,slice_level,0.9930647291941875,0.9955416116248349,0.9996077278370586,0.0001884681250176625,0.0001955154892843599,0.8673851364256293,0.4720970877146433,0.9960734253112068,0.9888539445374156,173369,1211200
3,densenet121,scratch,gs50,blind,train,raw,1337,subject_level,0.9954954954954955,1.0,0.9998858689187883,0.0009872773746112445,0.005006581374972656,0.9998999243832312,0.9954954954954955,0.9998841760931788,0.9923418142421767,222,49062
3,densenet121,scratch,gs50,blind,test,raw,1337,slice_level,0.9997614503816794,0.9997614503816794,0.9997057433716441,0.0001040321298455464,0.0002767871071179402,0.8743786645945296,0.49752598658367075,0.9963106193650707,0.9892322962031564,264752,838400
3,densenet121,scratch,gs50,blind,test,raw,1337,subject_level,1.0,1.0,0.9999161163965861,0.001368293727653614,0.01601164260258277,0.999972200600467,1.0,0.9999161163965861,0.992738577385591,69,4692
4,densenet121,scratch,gs50,adaptive,train,gs50,1337,slice_level,0.41740997687479353,0.6336306574165841,0.9867027100061165,0.0007110924503375565,0.0006913630138118273,0.7541130656479726,0.1256682469968878,0.9205827606663627,0.8239624344440116,171905,1210800
4,densenet121,scratch,gs50,adaptive,train,gs50,1337,subject_level,0.6711711711711712,0.8378378378378378,0.9981592343197213,0.0017324825664898297,0.013067499331727222,0.9863776427766889,0.7207207207207207,0.9970332988210626,0.8899043408511373,222,49062
4,densenet121,scratch,gs50,adaptive,test,gs50,1337,slice_level,0.6172652531371701,0.8485504110774557,0.9868820443497959,0.0007550022087278741,0.0008716913466078838,0.7176626159875029,0.07211464027534627,0.9098768638186077,0.8284682311488727,335868,924400
4,densenet121,scratch,gs50,adaptive,test,gs50,1337,subject_level,0.9420289855072463,1.0,0.9988461706949316,0.0037002865818963533,0.03924733008919419,0.9985420759356043,0.9710144927536232,0.998800876347915,0.9007364522668915,69,4692
4,densenet121,scratch,gs50,blind,train,raw,1337,slice_level,0.992401717872481,0.9958704988437397,0.9991285700805124,0.0003513173967215894,0.00020833063970200242,0.8523187552345731,0.4439486925918385,0.9934336211685457,0.983653538967955,171905,1210800
4,densenet121,scratch,gs50,blind,train,raw,1337,subject_level,1.0,1.0,0.9997657695869068,0.0013124534675666877,0.005191985870132575,0.9998615467613878,0.9954954954954955,0.9997657695869068,0.9895509991681385,222,49062
4,densenet121,scratch,gs50,blind,test,raw,1337,slice_level,0.9997836434443964,0.9997836434443964,0.9993523012142272,0.00019031955225031285,0.00027241767639132463,0.8601384753378368,0.4424893112770493,0.9937400048693834,0.9825973637102229,335868,924400
4,densenet121,scratch,gs50,blind,test,raw,1337,subject_level,1.0,1.0,0.9999054506205131,0.0018235108126764712,0.017080616745827854,1.0,1.0,0.9999054506205131,0.9878509855001072,69,4692
0,resnet18,pretrained,raw,adaptive,train,raw,1337,slice_level,0.9942177432678011,0.9988435486535602,0.9305617382225864,0.010901759375073232,0.0017573978731049602,0.9172127258239274,0.45426265057505194,0.8581173928840945,0.7574249020449272,176158,1210600
0,resnet18,pretrained,raw,adaptive,train,raw,1337,subject_level,1.0,1.0,0.9936658187149876,0.0346263612017912,0.021752197316497968,1.0,1.0,0.9936658187149876,0.8755500718920577,221,48620
0,resnet18,pretrained,raw,adaptive,test,raw,1337,slice_level,1.0,1.0,0.9380978124789033,0.006979596476992793,0.002045321599509934,0.920764088163061,0.4830479356799969,0.8632556841072352,0.7719581395305473,305597,899400
0,resnet18,pretrained,raw,adaptive,test,raw,1337,subject_level,1.0,1.0,0.9973281230245318,0.03961242777960641,0.0558816241898707,1.0,1.0,0.9973281230245318,0.8925783977005052,70,4830
1,resnet18,pretrained,raw,adaptive,train,raw,1337,slice_level,0.9905862923203964,0.998018166804294,0.9316589460995057,0.011793439335118238,0.0018398091270939027,0.912981590681686,0.45184718311080785,0.850734600075336,0.7537703920294685,172939,1211000
1,resnet18,pretrained,raw,adaptive,train,raw,1337,subject_level,1.0,1.0,0.9934308949638816,0.03469620975433971,0.020886776555852114,1.0,1.0,0.9934308949638816,0.8774482561525913,221,48620
1,resnet18,pretrained,raw,adaptive,test,raw,1337,slice_level,1.0,1.0,0.9342938512125734,0.008371138758662596,0.002694286554658576,0.9130475266327736,0.47259131762594264,0.8431457950334624,0.7488405870506593,298628,884600
1,resnet18,pretrained,raw,adaptive,test,raw,1337,subject_level,1.0,1.0,0.9969771410737719,0.045664153780256,0.06177056681896959,1.0,1.0,0.9969771410737719,0.8853669984617095,70,4830
2,resnet18,pretrained,raw,adaptive,train,raw,1337,slice_level,0.9920726672171759,0.9981833195706028,0.9557530585051961,0.006597918778977839,0.001070900495597842,0.9165999847995314,0.4182747633394438,0.9099671565850147,0.8145860655005563,172927,1211000
2,resnet18,pretrained,raw,adaptive,train,raw,1337,subject_level,1.0,1.0,0.9960996347504694,0.023418661710378284,0.017620270585154627,0.9999790667517217,1.0,0.9960996347504694,0.8891634040616815,222,49062
2,resnet18,pretrained,raw,adaptive,test,raw,1337,slice_level,0.9997648165569144,1.0,0.9610435888521647,0.004777272495590956,0.0013368394708554176,0.8929572370804522,0.3921320170914985,0.9107288661479722,0.8322536641545069,271480,850400
2,resnet18,pretrained,raw,adaptive,test,raw,1337,subject_level,1.0,1.0,0.9983916731848232,0.029929665551669357,0.04515336448515671,1.0,1.0,0.9983916731848232,0.9127731035508768,69,4692
3,resnet18,pretrained,raw,adaptive,train,raw,1337,slice_level,0.9917437252311757,0.9981836195508587,0.9291850425588407,0.012144473065158335,0.0020889472086803775,0.9144535659366432,0.42413580282518787,0.8476124490195582,0.7394593642425171,173369,1211200
3,resnet18,pretrained,raw,adaptive,train,raw,1337,subject_level,1.0,1.0,0.9936289591295225,0.03745279467857636,0.023777623518227455,1.0,1.0,0.9936289591295225,0.8662542964130097,222,49062
3,resnet18,pretrained,raw,adaptive,test,raw,1337,slice_level,0.9992843511450382,1.0,0.936974975458197,0.008391794684620304,0.0029454159496271207,0.9092500404341927,0.42761150057412217,0.8475916805957576,0.7461007702191723,264752,838400
3,resnet18,pretrained,raw,adaptive,test,raw,1337,subject_level,1.0,1.0,0.9966744625050089,0.04476875585058461,0.06859918494803319,1.0,1.0,0.9966744625050089,0.8749683213508342,69,4692
4,resnet18,pretrained,raw,adaptive,train,raw,1337,slice_level,0.9669639907499175,0.9933927981499835,0.9922306092808575,0.0011815915495245852,0.0005037352932141484,0.8419547195688086,0.23671795468427329,0.9831214787111882,0.8615814075811707,171905,1210800
4,resnet18,pretrained,raw,adaptive,train,raw,1337,subject_level,1.0,1.0,0.9993476623350436,0.004243235598813306,0.011805107741541154,0.9999898088133383,1.0,0.9993476623350436,0.8739621241425755,222,49062
4,resnet18,pretrained,raw,adaptive,test,raw,1337,slice_level,0.9833405452185201,0.9961055819991346,0.9912061317304366,0.001255919927129081,0.0005451117992187636,0.8027026425799674,0.18428966141460335,0.9736225057186966,0.9090560120941885,335868,924400
4,resnet18,pretrained,raw,adaptive,test,raw,1337,subject_level,1.0,1.0,0.9995537564374398,0.0066629095353941984,0.030188303575783535,0.999981467066978,1.0,0.9995537564374398,0.9320930892320545,69,4692
0,resnet18,pretrained,gs0,adaptive,train,gs0,1337,slice_level,0.952585494795969,0.9905831818932761,0.9538962403033836,0.004926649919132073,0.0008898153692137252,0.9107888697546458,0.35584532067802765,0.9147875058120964,0.8162150017449664,176158,1210600
0,resnet18,pretrained,gs0,adaptive,train,gs0,1337,subject_level,1.0,1.0,0.9965128658583801,0.01739135290163135,0.016037646643143163,0.9999991624026758,1.0,0.9965128658583801,0.8869421925516787,221,48620
0,resnet18,pretrained,gs0,adaptive,test,gs0,1337,slice_level,0.9915499221703358,0.9993328885923949,0.9580790042771162,0.00381677226806074,0.0010398003511367523,0.9155417189745393,0.39525584348013887,0.9184229271411279,0.8326721096254863,305597,899400
0,resnet18,pretrained,gs0,adaptive,test,gs0,1337,subject_level,1.0,1.0,0.9985097195420947,0.01980493920189994,0.04300414451531002,1.0,1.0,0.9985097195420947,0.9060024668094288,70,4830
0,resnet18,pretrained,gs0,blind,train,raw,1337,slice_level,0.9900875598876591,0.9981827193127375,0.9855466245246016,0.004823835638954721,0.000485298873948942,0.8646513475423959,0.3504126976918448,0.9474396946599954,0.9087527148087085,176158,1210600
0,resnet18,pretrained,gs0,blind,train,raw,1337,subject_level,1.0,1.0,0.9978501238434563,0.012178425066071938,0.008021070954823925,0.9999999069336307,1.0,0.9978501238434563,0.9564076795567215,221,48620
0,resnet18,pretrained,gs0,blind,test,raw,1337,slice_level,0.9997776295307983,1.0,0.9891491283807379,0.00266578083757244,0.0006534690822920749,0.869185869305586,0.3829815083263252,0.9494976562881449,0.9104862414416086,305597,899400
0,resnet18,pretrained,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.9991671306746347,0.014469431979315621,0.0249457557286535,1.0,1.0,0.9991671306746347,0.9582797845451482,70,4830
1,resnet18,pretrained,gs0,adaptive,train,gs0,1337,slice_level,0.861271676300578,0.9598678777869529,0.9858986331548305,0.0014485136031316982,0.00046930952750540145,0.8310656037752036,0.17988423663835226,0.974245747946719,0.8809174273303478,172939,1211000
1,resnet18,pretrained,gs0,adaptive,train,gs0,1337,subject_level,1.0,1.0,0.9989782377605525,0.004569340884955221,0.010794876332972115,0.999698604562858,0.9909502262443439,0.9989782377605525,0.9004064103204593,221,48620
1,resnet18,pretrained,gs0,adaptive,test,gs0,1337,slice_level,0.9513904589645037,0.9866606375763056,0.9826211135311416,0.0017108661864856615,0.0005526459092152076,0.8063630697925647,0.14376079938920663,0.961005347403811,0.9067698053598215,298628,884600
1,resnet18,pretrained,gs0,adaptive,test,gs0,1337,subject_level,1.0,1.0,0.999330656017576,0.007931440217154367,0.02738423669444663,0.9999763383614316,1.0,0.999330656017576,0.942818745359871,70,4830
1,resnet18,pretrained,gs0,blind,train,raw,1337,slice_level,0.9866226259289843,0.9947151114781173,0.99424142239017,0.0019055117564591173,0.000272103806631332,0.8693961962187219,0.3626423189679598,0.9790098847472788,0.9597649921097113,172939,1211000
1,resnet18,pretrained,gs0,blind,train,raw,1337,subject_level,1.0,1.0,0.9992140960369714,0.005037039922912736,0.005979148803776071,0.9999983248053517,1.0,0.9992140960369714,0.9792488223937057,221,48620
1,resnet18,pretrained,gs0,blind,test,raw,1337,slice_level,0.9995478182229256,1.0,0.9948067020405048,0.0012234660152286095,0.0003842165627484274,0.8680906199030314,0.3528101852471972,0.9765193633378804,0.9567978914884213,298628,884600
1,resnet18,pretrained,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.9996296993323734,0.006938349349158151,0.019064096866973808,1.0,1.0,0.9996296993323734,0.9787445904675478,70,4830
2,resnet18,pretrained,gs0,adaptive,train,gs0,1337,slice_level,0.9220478943022296,0.9844756399669694,0.9735159100430943,0.002672517791845698,0.0005464831875382618,0.8895812871678663,0.2788922493306424,0.953334743306933,0.8695714910995065,172927,1211000
2,resnet18,pretrained,gs0,adaptive,train,gs0,1337,subject_level,1.0,1.0,0.9981212895195763,0.008723665196616371,0.011617716905233022,0.9999600615657849,1.0,0.9981212895195763,0.9079300341565417,222,49062
2,resnet18,pretrained,gs0,adaptive,test,gs0,1337,slice_level,0.980244590780809,0.9960018814675446,0.9741236948647369,0.0023058469522033004,0.0006432238698693108,0.847727180366573,0.24723368203919258,0.9498170843088558,0.8949297342282612,271480,850400
2,resnet18,pretrained,gs0,adaptive,test,gs0,1337,subject_level,1.0,1.0,0.9991107185681661,0.012187703796055006,0.02950757366699585,1.0,1.0,0.9991107185681661,0.9418954939437746,69,4692
2,resnet18,pretrained,gs0,blind,train,raw,1337,slice_level,0.9881090008257638,0.9947151114781173,0.9913906186499151,0.0027250325748686154,0.00032709486399514604,0.8644320926778569,0.3661487217149433,0.9687795248848896,0.9435688984491528,172927,1211000
2,resnet18,pretrained,gs0,blind,train,raw,1337,subject_level,1.0,1.0,0.9987267325590322,0.007415461110639143,0.006522402899373356,0.9999921041256494,1.0,0.9987267325590322,0.9721382307265694,222,49062
2,resnet18,pretrained,gs0,blind,test,raw,1337,slice_level,0.9997648165569144,1.0,0.9938808852703305,0.0016198193589584623,0.0004664118749720131,0.8640155577945206,0.3561993517017828,0.9704749812282149,0.944621836011029,271480,850400
2,resnet18,pretrained,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.999476835347604,0.008574083231497501,0.02080348676637463,1.0,1.0,0.999476835347604,0.9733042898004317,69,4692
3,resnet18,pretrained,gs0,adaptive,train,gs0,1337,slice_level,0.9715984147952443,0.9950462351387054,0.9009948371659812,0.010352881366935716,0.001527671952500999,0.9063460412070883,0.41809666087939595,0.8309137489466198,0.736512145303052,173369,1211200
3,resnet18,pretrained,gs0,adaptive,train,gs0,1337,subject_level,1.0,1.0,0.9925710770997915,0.03162006349176974,0.019903462673831092,1.0,1.0,0.9925710770997915,0.8797506410626279,222,49062
3,resnet18,pretrained,gs0,adaptive,test,gs0,1337,slice_level,0.9985687022900763,1.0,0.9060593024749337,0.007777360658950478,0.0021155574450782326,0.8921191277740528,0.408854324046655,0.8265383770029613,0.7423231270152877,264752,838400
3,resnet18,pretrained,gs0,adaptive,test,gs0,1337,subject_level,1.0,1.0,0.9961976581725521,0.03778177499771118,0.055587173426064895,1.0,1.0,0.9961976581725521,0.892597926813928,69,4692
3,resnet18,pretrained,gs0,blind,train,raw,1337,slice_level,0.9886063408190224,0.9966974900924703,0.9790468092520612,0.00680189188003855,0.0006590124100501371,0.8372334658545861,0.3149582682025045,0.9265174069043555,0.8793206618659818,173369,1211200
3,resnet18,pretrained,gs0,blind,train,raw,1337,subject_level,1.0,1.0,0.9972312775281098,0.01532673057135161,0.009093697050687027,0.9999994491250452,1.0,0.9972312775281098,0.9460423626973001,222,49062
3,resnet18,pretrained,gs0,blind,test,raw,1337,slice_level,0.9997614503816794,0.9997614503816794,0.9830575105911903,0.004133194244203677,0.0009599109018367684,0.8389680830176025,0.3354686650148063,0.927231064445754,0.88102477352533,264752,838400
3,resnet18,pretrained,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.9985673151154449,0.01934269891268965,0.02879681179056997,1.0,1.0,0.9985673151154449,0.9478679149961837,69,4692
4,resnet18,pretrained,gs0,adaptive,train,gs0,1337,slice_level,0.9653121902874133,0.9932276181037331,0.8960252963732602,0.010793333523022211,0.00164480190981425,0.9029061558064522,0.42215758703935313,0.8195978301773417,0.72632856838191,171905,1210800
4,resnet18,pretrained,gs0,adaptive,train,gs0,1337,subject_level,1.0,1.0,0.9916407994858853,0.032190960538279904,0.020000990228475752,1.0,1.0,0.9916407994858853,0.8785926949078374,222,49062
4,resnet18,pretrained,gs0,adaptive,test,gs0,1337,slice_level,0.9950237992211164,0.9995672868887927,0.9007370433653654,0.008350911116197686,0.002206689688534855,0.8918209457993448,0.37684447461502735,0.8125730825756854,0.7267081797407632,335868,924400
4,resnet18,pretrained,gs0,adaptive,test,gs0,1337,subject_level,1.0,1.0,0.9963233842365984,0.03990494254706563,0.0597414327920347,1.0,1.0,0.9963233842365984,0.8864557353711392,69,4692
4,resnet18,pretrained,gs0,blind,train,raw,1337,slice_level,0.9798480343574496,0.9910802775024777,0.9776540103823508,0.006982399462708397,0.0007097072194282782,0.8254603322480292,0.31938570722201215,0.9200686974771075,0.8725789402122048,171905,1210800
4,resnet18,pretrained,gs0,blind,train,raw,1337,subject_level,1.0,1.0,0.9968337967052116,0.01517880070316899,0.009194185242040066,0.9999998163750151,1.0,0.9968337967052116,0.9449172165246488,222,49062
4,resnet18,pretrained,gs0,blind,test,raw,1337,slice_level,0.9993509303331891,1.0,0.9825416040312207,0.004233354706621851,0.0009649471407623221,0.8128094912944668,0.28871461407457694,0.918596853410756,0.8726255409785134,335868,924400
4,resnet18,pretrained,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.9985798718272776,0.018600634906602943,0.028934930437716885,0.9999999999999999,1.0,0.9985798718272776,0.9474029555751641,69,4692
0,resnet18,pretrained,gs10,adaptive,train,gs10,1337,slice_level,0.6988270279200397,0.8889806707417809,0.9616399745143152,0.0026713866902327273,0.0006731435342987791,0.8788184685078204,0.19462073820093326,0.9329404615824266,0.8378624738336801,176158,1210600
0,resnet18,pretrained,gs10,adaptive,train,gs10,1337,subject_level,0.995475113122172,1.0,0.9972953221916613,0.008721565768729508,0.013885049094610354,0.9999641694478,1.0,0.9972946576403277,0.8932269538775338,221,48620
0,resnet18,pretrained,gs10,adaptive,test,gs10,1337,slice_level,0.867244829886591,0.9768734712030243,0.9621080226942728,0.0026758489991549205,0.0007619245550537237,0.8776101088665559,0.2244851880090446,0.9317022478852717,0.8563001284905214,305597,899400
0,resnet18,pretrained,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.9988441816398076,0.01088817971093314,0.03571122671876635,1.0,1.0,0.9988441816398076,0.9180805577624659,70,4830
0,resnet18,pretrained,gs10,blind,train,raw,1337,slice_level,0.9966958532958864,0.9986783413183545,0.9982718759167594,0.0007043113969247951,0.0002156435075424785,0.8870148584982452,0.4316465899930744,0.9912851911060281,0.9805934004486345,176158,1210600
0,resnet18,pretrained,gs10,blind,train,raw,1337,subject_level,1.0,1.0,0.9996697158295644,0.002821774504303393,0.005285598681101837,1.0,1.0,0.9996697158295644,0.988618143574047,221,48620
0,resnet18,pretrained,gs10,blind,test,raw,1337,slice_level,0.9997776295307983,1.0,0.9987725605428126,0.0003657684952835785,0.00028868828545010127,0.9000714363977149,0.4445037091332703,0.9919147093118164,0.980067909988584,305597,899400
0,resnet18,pretrained,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9998760461807251,0.003389104775020054,0.01687694005668163,1.0,1.0,0.9998760461807251,0.9878518084561603,70,4830
1,resnet18,pretrained,gs10,adaptive,train,gs10,1337,slice_level,0.7502890173410405,0.9331131296449215,0.8660989515058862,0.008173221718861385,0.0011006750511576542,0.8711152750938481,0.24397619970047243,0.8007584388979205,0.7253587817872093,172939,1211000
1,resnet18,pretrained,gs10,adaptive,train,gs10,1337,subject_level,1.0,1.0,0.9906780695483696,0.022472085995911474,0.015653571927271008,0.999975058213014,1.0,0.9906780695483696,0.8958184767289202,221,48620
1,resnet18,pretrained,gs10,adaptive,test,gs10,1337,slice_level,0.9100158263621976,0.9886954555731404,0.8661023606252487,0.007973113778002413,0.0015003975417915366,0.8524169267139393,0.2526822669006255,0.7901574355187883,0.7245228869229616,298628,884600
1,resnet18,pretrained,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.995604601928166,0.029388128859656196,0.0418171241613371,1.0,1.0,0.995604601928166,0.9141389159435565,70,4830
1,resnet18,pretrained,gs10,blind,train,raw,1337,slice_level,0.9924029727497936,0.9975227085053675,0.9968816708868737,0.0012771133742580524,0.0002463820048751699,0.8399310196075925,0.3781217654780009,0.9843116368160333,0.9695858846275792,172939,1211000
1,resnet18,pretrained,gs10,blind,train,raw,1337,subject_level,1.0,1.0,0.9994145629093119,0.004066641783822176,0.0056115837042889985,0.9999993485354145,1.0,0.9994145629093119,0.9840471059978867,221,48620
1,resnet18,pretrained,gs10,blind,test,raw,1337,slice_level,1.0,1.0,0.9973424303970967,0.0007898997672941521,0.0003360974803002517,0.8159572776540022,0.36082349947091363,0.9820143743940909,0.9691267211964678,298628,884600
1,resnet18,pretrained,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9997328639030456,0.005122882127761841,0.017363405946109977,1.0,1.0,0.9997328639030456,0.9857322423354439,70,4830
2,resnet18,pretrained,gs10,adaptive,train,gs10,1337,slice_level,0.738728323699422,0.9321222130470685,0.8751120066662449,0.00808732379673927,0.0010546704967164772,0.8392689016468132,0.22501980604532548,0.8046513939812112,0.7358260538935858,172927,1211000
2,resnet18,pretrained,gs10,adaptive,train,gs10,1337,subject_level,1.0,1.0,0.990556631539319,0.020840053622787062,0.0140543642730729,0.9999782404392897,1.0,0.990556631539319,0.9035957336078324,222,49062
2,resnet18,pretrained,gs10,adaptive,test,gs10,1337,slice_level,0.9099247412982127,0.9865945437441204,0.8837830183198737,0.007513105518842573,0.0015417168433178936,0.8462459615443191,0.21634742890820688,0.8108033086574884,0.7409462773391271,271480,850400
2,resnet18,pretrained,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.9960339492645817,0.02621236486711364,0.043608051225327064,1.0,1.0,0.9960339492645817,0.9110033898173696,69,4692
2,resnet18,pretrained,gs10,blind,train,raw,1337,slice_level,0.9884393063583815,0.9947151114781173,0.9970289729923182,0.0011403173282065733,0.00023860152987742136,0.8304135435148294,0.37778368907111093,0.9852194998657208,0.9720423570430348,172927,1211000
2,resnet18,pretrained,gs10,blind,train,raw,1337,subject_level,0.9954954954954955,1.0,0.9994218290389121,0.0035471671873384767,0.005477830597728088,0.9999834737513592,1.0,0.9994195535913244,0.9854639593790787,222,49062
2,resnet18,pretrained,gs10,blind,test,raw,1337,slice_level,1.0,1.0,0.9980158384325138,0.0006525060503637577,0.00033635497283758216,0.8362436067168177,0.3792802416384264,0.9862507286374939,0.9724630602530483,271480,850400
2,resnet18,pretrained,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9997678917387257,0.004401593968488168,0.0175278650569743,1.0,1.0,0.9997678917387257,0.9860558543744904,69,4692
3,resnet18,pretrained,gs10,adaptive,train,gs10,1337,slice_level,0.7932628797886394,0.9463342140026421,0.9207526588691903,0.005930554579397174,0.0010186774047898821,0.8955886783795535,0.27861959173785394,0.8715814320587935,0.7698492462560534,173369,1211200
3,resnet18,pretrained,gs10,adaptive,train,gs10,1337,subject_level,1.0,1.0,0.9946341686420612,0.016712939954018808,0.01670068354337468,0.9999922877506344,1.0,0.9946341686420612,0.8776511486399058,222,49062
3,resnet18,pretrained,gs10,adaptive,test,gs10,1337,slice_level,0.9375,0.9904580152671756,0.920603254795757,0.005639976189109205,0.001302462740499017,0.8753790870886168,0.2890138695836103,0.8643004897156317,0.7859156684262522,264752,838400
3,resnet18,pretrained,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.9971396413402281,0.022127967813740605,0.04402235441881677,1.0,1.0,0.9971396413402281,0.9057236076011073,69,4692
3,resnet18,pretrained,gs10,blind,train,raw,1337,slice_level,0.9922391017173051,0.9970277410832232,0.99649886989688,0.0014349277398230378,0.00025329549987553594,0.8355718909050047,0.3805120869359574,0.9825841160228691,0.9672527773364827,173369,1211200
3,resnet18,pretrained,gs10,blind,train,raw,1337,subject_level,1.0,1.0,0.9993742854745539,0.004501253634959728,0.0056295242949246285,0.9999732825646975,1.0,0.9993742854745539,0.9834714155053593,222,49062
3,resnet18,pretrained,gs10,blind,test,raw,1337,slice_level,0.9997614503816794,0.9997614503816794,0.9972854584227991,0.0008363842054177786,0.0003677219213782441,0.8342918380504704,0.38199522572067446,0.9822983062074319,0.9663295277133442,264752,838400
3,resnet18,pretrained,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9996724543364152,0.005578589612159176,0.018229652223163757,1.0,1.0,0.9996724543364152,0.9831098356083328,69,4692
4,resnet18,pretrained,gs10,adaptive,train,gs10,1337,slice_level,0.798810703666997,0.949620085893624,0.9445450133642506,0.003957272777078488,0.0006544335130046774,0.8838208413022702,0.26095808731566855,0.9118374412899772,0.8365618684289772,171905,1210800
4,resnet18,pretrained,gs10,adaptive,train,gs10,1337,subject_level,1.0,1.0,0.9963822512476294,0.011951476067036122,0.01226419912701523,0.9999990818750755,1.0,0.9963822512476294,0.914267643868843,222,49062
4,resnet18,pretrained,gs10,adaptive,test,gs10,1337,slice_level,0.918866291648637,0.9922111639982691,0.9434083993302852,0.0036372407232719496,0.0007896658664840575,0.8594389999331068,0.19479676539592936,0.9035466788459418,0.8429201629656649,335868,924400
4,resnet18,pretrained,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.998302804387134,0.01646647245987602,0.03434852046379144,1.0,1.0,0.998302804387134,0.9299490720999108,69,4692
4,resnet18,pretrained,gs10,blind,train,raw,1337,slice_level,0.9920713577799801,0.9963660389824909,0.9972123802003586,0.0011302621541024829,0.00023656349697014992,0.8543422848201155,0.3939908670486606,0.9863683138283124,0.9728883346147789,171905,1210800
4,resnet18,pretrained,gs10,blind,train,raw,1337,subject_level,1.0,1.0,0.9994799046366064,0.00369823999233074,0.005477179594858138,1.0,1.0,0.9994799046366064,0.9855628621490259,222,49062
4,resnet18,pretrained,gs10,blind,test,raw,1337,slice_level,0.9995672868887927,1.0,0.997969716271504,0.0006225350381800851,0.0003113826019891442,0.8629748454822229,0.392356521014208,0.9865865973739724,0.9719263999846295,335868,924400
4,resnet18,pretrained,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9998043438662654,0.0047471799712250195,0.01791023276746273,1.0,1.0,0.9998043438662654,0.9845342039045674,69,4692
0,resnet18,pretrained,gs20,adaptive,train,gs20,1337,slice_level,0.635552618536263,0.8670080951594251,0.8815534754112971,0.00644726768399435,0.0009632611955413261,0.869215998904341,0.22483225286390626,0.8225339407154333,0.7476410006002446,176158,1210600
0,resnet18,pretrained,gs20,adaptive,train,gs20,1337,subject_level,0.995475113122172,1.0,0.991657773833469,0.017057377828192388,0.014668471373752502,0.999962587319521,1.0,0.9916553165578195,0.8985991565987976,221,48620
0,resnet18,pretrained,gs20,adaptive,test,gs20,1337,slice_level,0.8012008005336891,0.9710918390037803,0.8845094510229635,0.006059957048960307,0.0011503830083566355,0.863733851673289,0.2265336374375403,0.8251908307921255,0.7591043956071795,305597,899400
0,resnet18,pretrained,gs20,adaptive,test,gs20,1337,subject_level,1.0,1.0,0.99657547218459,0.021018643038613456,0.039286256661372525,1.0,1.0,0.99657547218459,0.9174491228647608,70,4830
0,resnet18,pretrained,gs20,blind,train,raw,1337,slice_level,0.9945481579382125,0.9976870973071205,0.9978947938424033,0.0009224119707117312,0.00023154643154547295,0.8567493164328221,0.4037852382520237,0.987912246350511,0.9750254198987091,176158,1210600
0,resnet18,pretrained,gs20,blind,train,raw,1337,subject_level,1.0,1.0,0.9995345721417422,0.003285371070533856,0.005459547946777414,0.9999996277345226,1.0,0.9995345721417422,0.9861376767882296,221,48620
0,resnet18,pretrained,gs20,blind,test,raw,1337,slice_level,1.0,1.0,0.998562886750987,0.00046402086065375914,0.0003053870901708446,0.8747363541595023,0.4428708397006515,0.988898609088217,0.9758108303178833,305597,899400
0,resnet18,pretrained,gs20,blind,test,raw,1337,subject_level,1.0,1.0,0.9998306921550206,0.004054651941571917,0.017224940178649766,1.0,1.0,0.9998306921550206,0.9863349494603356,70,4830
1,resnet18,pretrained,gs20,adaptive,train,gs20,1337,slice_level,0.5882741535920727,0.8473988439306358,0.9138464726070842,0.005041225423111983,0.0009580470602647928,0.8336786073082507,0.17027391161045224,0.853109243289867,0.7681136055208749,172939,1211000
1,resnet18,pretrained,gs20,adaptive,train,gs20,1337,subject_level,0.995475113122172,1.0,0.9936547492424287,0.011737150304457721,0.01462858881615945,0.99983089840689,1.0,0.9936447774662691,0.8913266279272266,221,48620
