fold,arch,init,train_condition,attacker_type,eval_split,eval_condition,seed,level,rank1,rank5,top1_sim,margin,p_top1,auc,tar_at_far_1pct,mean_sim_same,mean_sim_diff,n_pos_pairs,n_neg_pairs
3,densenet121,pretrained,gs50,blind,train,raw,1337,subject_level,0.9954954954954955,1.0,0.99989207880991,0.0007698976241790497,0.004799277009861963,0.9999413777235717,1.0,0.9998918524733534,0.9954046979731817,222,49062
3,densenet121,pretrained,gs50,blind,test,raw,1337,slice_level,0.9976145038167938,0.9992843511450382,0.9997135043599223,0.0001335988489498619,0.00026395446678644885,0.836545185348022,0.357474164501118,0.9967426038101508,0.992751558973518,264752,838400
3,densenet121,pretrained,gs50,blind,test,raw,1337,subject_level,1.0,1.0,0.9999395686647167,0.0010556906893633413,0.015344773756637089,0.9999691117782967,1.0,0.9999395686647167,0.995860498173056,69,4692
4,densenet121,pretrained,gs50,adaptive,train,gs50,1337,slice_level,0.15493888338288736,0.3979187314172448,0.8244958257159267,0.0052513878436855725,0.0006253682536227327,0.7496839635364555,0.08455833163665978,0.7602100658588726,0.7266128943913697,171905,1210800
4,densenet121,pretrained,gs50,adaptive,train,gs50,1337,subject_level,0.9819819819819819,1.0,0.9882290320353465,0.00812563461226386,0.008231802799462064,0.9996886638381074,0.9954954954954955,0.9881951075953406,0.9436651347286668,222,49062
4,densenet121,pretrained,gs50,adaptive,test,gs50,1337,slice_level,0.35915188230203376,0.7193855473820857,0.8255530112700666,0.005488151327349417,0.0008501781035265641,0.757464491673961,0.092324960996582,0.7597238192594336,0.7228045778980777,335868,924400
4,densenet121,pretrained,gs50,adaptive,test,gs50,1337,subject_level,1.0,1.0,0.9951226953147114,0.011342628278594086,0.027983584346762604,0.9999999999999999,1.0,0.9951226953147114,0.9451995867114746,69,4692
4,densenet121,pretrained,gs50,blind,train,raw,1337,slice_level,0.9362405021473406,0.9697720515361744,0.999506757731559,0.0002594608204334059,0.00019118428062421826,0.7844498475453661,0.2898752217794712,0.9950802092319043,0.9903645531302008,171905,1210800
4,densenet121,pretrained,gs50,blind,train,raw,1337,subject_level,0.9774774774774775,0.9954954954954955,0.9998283418449195,0.0007285956326905671,0.0048227440964363445,0.999379622988526,0.9864864864864865,0.9998196870894045,0.9949941468972134,222,49062
4,densenet121,pretrained,gs50,blind,test,raw,1337,slice_level,0.9941583729987019,0.9982691475551709,0.999683791066289,0.00015495782649553168,0.00024656163576946237,0.7934046400541763,0.2877082663427299,0.9951869127379623,0.990433537193136,335868,924400
4,densenet121,pretrained,gs50,blind,test,raw,1337,subject_level,1.0,1.0,0.999934611113175,0.0011183904564898946,0.015576441245882408,1.0,1.0,0.999934611113175,0.9947777474831031,69,4692
0,densenet121,scratch,raw,adaptive,train,raw,1337,slice_level,0.9829836444738146,0.9924004625805386,0.9892177568985847,0.0022173665504543797,0.0004997533878692168,0.9017529816136083,0.4677675722930551,0.9643776059924861,0.9029360221340383,176158,1210600
0,densenet121,scratch,raw,adaptive,train,raw,1337,subject_level,0.9909502262443439,1.0,0.9986569363607001,0.007816815807808578,0.010348198225308733,0.9999573756028374,1.0,0.9986366678147295,0.933078288387144,221,48620
0,densenet121,scratch,raw,adaptive,test,raw,1337,slice_level,0.9995552590615966,0.9995552590615966,0.9910944688312208,0.0013494811403716913,0.0006752940895431318,0.9078987970930387,0.48881369908736017,0.9656576927915298,0.8998276922257842,305597,899400
0,densenet121,scratch,raw,adaptive,test,raw,1337,subject_level,1.0,1.0,0.9994922246251787,0.010320392676762172,0.03289323720548834,1.0,1.0,0.9994922246251787,0.9306167471729697,70,4830
1,densenet121,scratch,raw,adaptive,train,raw,1337,slice_level,0.9745664739884393,0.985962014863749,0.9938666771995834,0.0016580312730456856,0.0007298916020585588,0.914605566282043,0.45845644996212537,0.9713121647409168,0.8010679688761787,172939,1211000
1,densenet121,scratch,raw,adaptive,train,raw,1337,subject_level,0.9773755656108597,1.0,0.9988720239017883,0.006406059092525983,0.01551839555887615,0.9990088431664157,0.9909502262443439,0.9988313702976003,0.8202908496848599,221,48620
1,densenet121,scratch,raw,adaptive,test,raw,1337,slice_level,0.992991182455347,0.9959303640063305,0.9938841807661676,0.0013849909370796676,0.0009605879480973697,0.8383814560491406,0.39736394443923545,0.9522713649838491,0.8676980961885168,298628,884600
1,densenet121,scratch,raw,adaptive,test,raw,1337,subject_level,0.9857142857142858,1.0,0.9991247688020979,0.01059478691646031,0.039839605082358634,0.9992724046140196,0.9857142857142858,0.9991002695901053,0.9098857072446164,70,4830
2,densenet121,scratch,raw,adaptive,train,raw,1337,slice_level,0.9473162675474814,0.9686209744013212,0.9949992861657178,0.0016238558597548947,0.000850854509892319,0.8881465600938985,0.141834415678292,0.9606447185763133,0.7237498008890845,172927,1211000
2,densenet121,scratch,raw,adaptive,train,raw,1337,subject_level,0.9504504504504504,0.9864864864864865,0.9984599537140614,0.0057368761784321555,0.01769966808743439,0.9949884150997029,0.8828828828828829,0.9982334431764242,0.7474598321623441,222,49062
2,densenet121,scratch,raw,adaptive,test,raw,1337,slice_level,0.9861241768579492,0.9927093132643462,0.9960789372084394,0.0012442002516250396,0.0012536259097804343,0.8684279552734074,0.3513113304847503,0.9440671968792927,0.7582012644307451,271480,850400
2,densenet121,scratch,raw,adaptive,test,raw,1337,subject_level,1.0,1.0,0.9987969631734102,0.009492826634559078,0.061532745164805565,0.999616986050879,0.9855072463768116,0.9987969631734102,0.8048023322481227,69,4692
3,densenet121,scratch,raw,adaptive,train,raw,1337,slice_level,0.9374174372523117,0.9673051519154557,0.9922252758805944,0.002039275482749687,0.0008039475014739528,0.89625794193495,0.2096799312449169,0.9603780225174678,0.7923196787413953,173369,1211200
3,densenet121,scratch,raw,adaptive,train,raw,1337,subject_level,0.9774774774774775,1.0,0.9984718418873109,0.006113614316459175,0.016716702467854228,0.9987140283245212,0.954954954954955,0.9984341462453207,0.8222629480362473,222,49062
3,densenet121,scratch,raw,adaptive,test,raw,1337,slice_level,0.9747137404580153,0.9854484732824428,0.9934102247632642,0.0015898728387728903,0.0011163288672138734,0.8621751875222806,0.25156750468362843,0.9490293519564782,0.8174576818525706,264752,838400
3,densenet121,scratch,raw,adaptive,test,raw,1337,subject_level,1.0,1.0,0.9991899322772372,0.010296527890191563,0.05112130356871564,0.9999876447113187,1.0,0.9991899322772372,0.8573411737726676,69,4692
4,densenet121,scratch,raw,adaptive,train,raw,1337,slice_level,0.978031053848695,0.9902543772712257,0.9888305722249393,0.0023669102796832443,0.000512092169663439,0.8790605827690975,0.43785230214362586,0.9598731025323995,0.9001403699587842,171905,1210800
4,densenet121,scratch,raw,adaptive,train,raw,1337,subject_level,0.9954954954954955,1.0,0.9985437897948531,0.007588103816315935,0.010002932979028907,0.9999778731893199,1.0,0.998543238854623,0.935894196446587,222,49062
4,densenet121,scratch,raw,adaptive,test,raw,1337,slice_level,0.9967546516659455,0.9980527909995673,0.9903139013044249,0.001664884133753659,0.0006691484633492739,0.8697985123855118,0.4080829373444329,0.9584216451568978,0.9001758714954557,335868,924400
4,densenet121,scratch,raw,adaptive,test,raw,1337,subject_level,0.9855072463768116,1.0,0.9992384038109711,0.009328234886777574,0.0321048499773378,0.9994656337645329,0.9855072463768116,0.999212062013322,0.9362105365909273,69,4692
0,densenet121,scratch,gs0,adaptive,train,gs0,1337,slice_level,0.9948785726086238,0.9975218899719147,0.990541127689925,0.0015155539007673732,0.000633429390610127,0.9094014571810652,0.5046094982913066,0.9670984368652,0.8614167892048128,176158,1210600
0,densenet121,scratch,gs0,adaptive,train,gs0,1337,subject_level,0.9864253393665159,1.0,0.9988088397418752,0.00678797410084651,0.014090225425005229,0.9999550489436035,1.0,0.998796350006604,0.885190125460097,221,48620
0,densenet121,scratch,gs0,adaptive,test,gs0,1337,slice_level,0.9993328885923949,0.9993328885923949,0.9911207040866693,0.0009583007475522351,0.0007249208306715083,0.9089492841866895,0.501411990300952,0.9670256283400517,0.8870024615304852,305597,899400
0,densenet121,scratch,gs0,adaptive,test,gs0,1337,subject_level,1.0,1.0,0.9994343365941729,0.010756253344672067,0.03649583073066814,1.0,1.0,0.9994343365941729,0.9169723582563933,70,4830
0,densenet121,scratch,gs0,blind,train,raw,1337,slice_level,0.9924004625805386,0.9960350239550636,0.9987794327948599,0.0005001347261520529,0.0002280631929150146,0.8229252161933117,0.3857219087410166,0.9899233921611678,0.9765034878475497,176158,1210600
0,densenet121,scratch,gs0,blind,train,raw,1337,subject_level,0.9773755656108597,0.995475113122172,0.9996432041690361,0.0015010429183821873,0.005496927263105617,0.9997143793124628,0.9909502262443439,0.9996348506185264,0.985498812012543,221,48620
0,densenet121,scratch,gs0,blind,test,raw,1337,slice_level,0.9995552590615966,0.9995552590615966,0.9991328869365389,0.0002557912587536317,0.0002948225800785484,0.821004941516178,0.39821071541932673,0.9905800189551472,0.9785598535788359,305597,899400
0,densenet121,scratch,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.999870593207223,0.0020539019789014546,0.01699948286903756,1.0,1.0,0.999870593207223,0.9871679519891245,70,4830
1,densenet121,scratch,gs0,adaptive,train,gs0,1337,slice_level,0.9948802642444261,0.9975227085053675,0.9926141433928448,0.0013913334646469104,0.0006411692798151123,0.9303289250107132,0.5089308947085388,0.9745924778633374,0.8432233969416872,172939,1211000
1,densenet121,scratch,gs0,adaptive,train,gs0,1337,subject_level,1.0,1.0,0.999092414638036,0.006441195356360388,0.014519910669434664,0.9999771987395091,1.0,0.999092414638036,0.8611763172927387,221,48620
1,densenet121,scratch,gs0,adaptive,test,gs0,1337,slice_level,0.998869545557314,0.9993217273343884,0.992425984760067,0.0010509269959296465,0.0007516418242130724,0.8478114177244832,0.43067629291292175,0.9570266445895224,0.887279755829242,298628,884600
1,densenet121,scratch,gs0,adaptive,test,gs0,1337,subject_level,1.0,1.0,0.9993538643632617,0.010185439246041435,0.03360873553901911,0.9999999999999999,1.0,0.9993538643632617,0.9251274381365094,70,4830
1,densenet121,scratch,gs0,blind,train,raw,1337,slice_level,0.9914120561519405,0.9948802642444261,0.9987947291721498,0.00047269662877530915,0.0002277721167765258,0.8248866852089138,0.39296514956140605,0.9902939403163046,0.9765830537861876,172939,1211000
1,densenet121,scratch,gs0,blind,train,raw,1337,subject_level,0.9909502262443439,1.0,0.9996810320815349,0.0015214832659760213,0.005510071147132109,0.9999281527628614,1.0,0.9996802164958074,0.9853369539483297,221,48620
1,densenet121,scratch,gs0,blind,test,raw,1337,slice_level,0.9995478182229256,0.9995478182229256,0.999039065546777,0.00027154047457362743,0.00030730323821107037,0.7893593783516288,0.3572170057730688,0.9882577892644813,0.9766829508257996,298628,884600
1,densenet121,scratch,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.9998327927930014,0.0021890836102621894,0.016987566969224384,0.9999970422951789,1.0,0.9998327927930014,0.9872152840745622,70,4830
2,densenet121,scratch,gs0,adaptive,train,gs0,1337,slice_level,0.9924029727497936,0.9960363336085879,0.9886355858416128,0.001625815587630457,0.00048560372330356025,0.8903997045034066,0.5127018915496134,0.9641727821323852,0.8984638873632539,172927,1211000
2,densenet121,scratch,gs0,adaptive,train,gs0,1337,subject_level,0.9864864864864865,0.9954954954954955,0.9986999593339525,0.007097989320755005,0.010421134550376115,0.9998331767012212,0.990990990990991,0.998670543904777,0.927824284703221,222,49062
2,densenet121,scratch,gs0,adaptive,test,gs0,1337,slice_level,1.0,1.0,0.9899602199318492,0.0008908909161137952,0.0006614280187446333,0.9154114022309473,0.5358995137763372,0.9695564891778001,0.900602505111529,271480,850400
2,densenet121,scratch,gs0,adaptive,test,gs0,1337,subject_level,1.0,1.0,0.9994879010794819,0.008897525676782581,0.0326128823655671,1.0,1.0,0.9994879010794819,0.9290547402034127,69,4692
2,densenet121,scratch,gs0,blind,train,raw,1337,slice_level,0.9876135425268373,0.9935590421139554,0.9980400600775916,0.0007097968673233549,0.00025302392489628283,0.8245613147468416,0.3914599802228686,0.9858322469161005,0.9671446755812446,172927,1211000
2,densenet121,scratch,gs0,blind,train,raw,1337,subject_level,0.9774774774774775,0.9819819819819819,0.9995196359651582,0.001944852573377592,0.005896361882437591,0.9985281998398056,0.9774774774774775,0.9994732656994382,0.9793589426408283,222,49062
2,densenet121,scratch,gs0,blind,test,raw,1337,slice_level,0.9985888993414863,1.0,0.9985941943422535,0.0003884746741261666,0.000354998786790802,0.8565362037396904,0.414756151466038,0.988336730052098,0.967174549115049,271480,850400
2,densenet121,scratch,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.999817671119303,0.0027785085249638214,0.019064926798792854,1.0,1.0,0.999817671119303,0.9788762977234035,69,4692
3,densenet121,scratch,gs0,adaptive,train,gs0,1337,slice_level,0.9895970937912814,0.9952113606340819,0.9936838387025709,0.0013787574780664482,0.0007041037795985089,0.914913584928099,0.4997317859594276,0.9715795110442292,0.8112847309864694,173369,1211200
3,densenet121,scratch,gs0,adaptive,train,gs0,1337,subject_level,0.9954954954954955,0.9954954954954955,0.99907519419988,0.00658502154522114,0.01524084194789867,0.999901301570618,0.9954954954954955,0.9990628627506463,0.8301221044989018,222,49062
3,densenet121,scratch,gs0,adaptive,test,gs0,1337,slice_level,0.9933206106870229,0.9954675572519084,0.9935835376239688,0.0011764533874642758,0.0010199564418519197,0.8477069631302947,0.4257304949537681,0.952948273931829,0.862041612973842,264752,838400
3,densenet121,scratch,gs0,adaptive,test,gs0,1337,subject_level,0.9855072463768116,1.0,0.9989577963732291,0.011249405750329945,0.04255760795828225,0.9998918912240384,1.0,0.9989502930986709,0.9017272939157608,69,4692
3,densenet121,scratch,gs0,blind,train,raw,1337,slice_level,0.9867899603698811,0.9928996036988111,0.9991690318445864,0.0003858211510562519,0.00021808791481752146,0.8201272962115045,0.4081871614879246,0.9914407360563299,0.9803156408472687,173369,1211200
3,densenet121,scratch,gs0,blind,train,raw,1337,subject_level,0.9774774774774775,0.9954954954954955,0.9997559305246886,0.0013949513972342552,0.005296877346228104,0.9995985957830156,0.990990990990991,0.999741111252759,0.9880740083494381,222,49062
3,densenet121,scratch,gs0,blind,test,raw,1337,slice_level,0.9983301526717557,0.9985687022900763,0.9993803333064527,0.0002058768744459589,0.0003110739769853291,0.826386750090092,0.4110866018009307,0.9919028625922447,0.9802473155339426,264752,838400
3,densenet121,scratch,gs0,blind,test,raw,1337,subject_level,0.9855072463768116,1.0,0.9998508017996083,0.0020285922548045282,0.017097148450388424,0.9999660229561264,1.0,0.9998474095178687,0.9878226768254014,69,4692
4,densenet121,scratch,gs0,adaptive,train,gs0,1337,slice_level,0.9945490584737364,0.9973571192599934,0.9872489584961227,0.001498702673538707,0.00043233407793021543,0.8866509403429401,0.5198045432070039,0.9646824734514912,0.9088169114941471,171905,1210800
4,densenet121,scratch,gs0,adaptive,train,gs0,1337,subject_level,0.9864864864864865,1.0,0.9987128403809693,0.006564919207547162,0.009328673895750497,0.9998725642604815,0.990990990990991,0.9986892103611886,0.9394805103918249,222,49062
4,densenet121,scratch,gs0,adaptive,test,gs0,1337,slice_level,1.0,1.0,0.9882884191156517,0.0009008808628092179,0.000551580446731474,0.883759573678383,0.4709737158645658,0.9646730487148343,0.9090935489427652,335868,924400
4,densenet121,scratch,gs0,adaptive,test,gs0,1337,subject_level,1.0,1.0,0.9994697709014451,0.008023852887360947,0.029685295794321144,1.0,1.0,0.9994697709014451,0.9384316508955968,69,4692
4,densenet121,scratch,gs0,blind,train,raw,1337,slice_level,0.9818301949124546,0.9881070366699702,0.9976043439872359,0.0007834219877421363,0.00024034661146949286,0.7978841834996239,0.3510369099211774,0.9862597954401168,0.9711697848139225,171905,1210800
4,densenet121,scratch,gs0,blind,train,raw,1337,subject_level,0.972972972972973,0.9954954954954955,0.9995126079868626,0.0017484603701411066,0.005597063841566712,0.9985326527456894,0.9864864864864865,0.9994944554191452,0.9835567019536917,222,49062
4,densenet121,scratch,gs0,blind,test,raw,1337,slice_level,0.9984855041107745,0.9993509303331891,0.9980937123995022,0.000477675633841085,0.00032341683514717254,0.8042433290960641,0.3431943501613729,0.9856369549930234,0.9679466446547449,335868,924400
4,densenet121,scratch,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.9997776375300642,0.00230807584265004,0.018796829479760017,0.9997189171824999,0.9855072463768116,0.9997776375300642,0.9800143793085551,69,4692
0,densenet121,scratch,gs10,adaptive,train,gs10,1337,slice_level,0.9501073847678837,0.9719147530150338,0.9923576404590282,0.0013671246773149285,0.0008571566030782073,0.8785471210093904,0.3394339172788065,0.9584553604981808,0.7674734287966746,176158,1210600
0,densenet121,scratch,gs10,adaptive,train,gs10,1337,subject_level,0.9638009049773756,0.995475113122172,0.9984917611018564,0.005522845017963945,0.01698808840210486,0.9990703600365565,0.9819004524886877,0.9984183214368864,0.7912819784660243,221,48620
0,densenet121,scratch,gs10,adaptive,test,gs10,1337,slice_level,0.9670891705581499,0.9828774738714698,0.993174467268111,0.0010446309910791833,0.0012686314270427801,0.8338973377950659,0.2953497580146402,0.9244554672051176,0.7573649084019627,305597,899400
0,densenet121,scratch,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.9983432573931558,0.00987467680658613,0.05701422345425401,0.998884945282461,0.9571428571428572,0.9983432573931558,0.8225153140646577,70,4830
0,densenet121,scratch,gs10,blind,train,raw,1337,slice_level,0.9805055344457294,0.9910788038988931,0.9996183231588672,0.00019680722063481463,0.0002012872051279498,0.8042307369215935,0.34075659351264204,0.9946637440080218,0.9865668828977192,176158,1210600
0,densenet121,scratch,gs10,blind,train,raw,1337,subject_level,0.9683257918552036,0.9864253393665159,0.9998320260198947,0.0006243497537811417,0.005095636994658013,0.9991678935916359,0.9773755656108597,0.9998197032315699,0.9912516430467796,221,48620
0,densenet121,scratch,gs10,blind,test,raw,1337,slice_level,0.9991105181231933,0.9993328885923949,0.9997591466831584,9.891333144215284e-05,0.0002622437173076778,0.8033761957839237,0.35034375337454227,0.995089996530325,0.9878161253150712,305597,899400
0,densenet121,scratch,gs10,blind,test,raw,1337,subject_level,0.9857142857142858,1.0,0.9999376603535244,0.0009511828422546387,0.015890703443437813,0.9998935226264419,1.0,0.9999340440545763,0.9922002426462391,70,4830
1,densenet121,scratch,gs10,adaptive,train,gs10,1337,slice_level,0.9829892650701899,0.9957060280759703,0.9846256798107106,0.001086427405488875,0.00040053031868728155,0.889998911092258,0.44747569952410965,0.965909259032923,0.91287275343779,172939,1211000
1,densenet121,scratch,gs10,adaptive,train,gs10,1337,subject_level,0.9909502262443439,1.0,0.9987535981031564,0.0052010214706351855,0.008976057561628554,0.9999297348911402,1.0,0.9987474736584797,0.9426244279022621,221,48620
1,densenet121,scratch,gs10,adaptive,test,gs10,1337,slice_level,0.9997739091114628,0.9997739091114628,0.9851525274035674,0.0007678820163503427,0.0005276332704938141,0.8362105137791503,0.4031403619218559,0.9583710519339482,0.915571292497819,298628,884600
1,densenet121,scratch,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.9993254363536834,0.007024851015635899,0.025703888280051095,1.0,1.0,0.9993254363536834,0.9526029784240091,70,4830
1,densenet121,scratch,gs10,blind,train,raw,1337,slice_level,0.9871180842279108,0.9932287365813377,0.9980100162653368,0.0007175734966476529,0.0002539557460260029,0.8176404916600689,0.3721138667391392,0.9860882574564857,0.9668421808474817,172939,1211000
1,densenet121,scratch,gs10,blind,train,raw,1337,subject_level,0.9773755656108597,1.0,0.9995605233567872,0.0018288824892691358,0.005943668593243776,0.9998059100867193,1.0,0.9995490075236532,0.9791309909497402,221,48620
1,densenet121,scratch,gs10,blind,test,raw,1337,slice_level,0.9993217273343884,0.9995478182229256,0.9983978007622981,0.0004256685044790807,0.00033774325922740066,0.7800509764853877,0.3435009443186841,0.9833180860675135,0.96834106353527,298628,884600
1,densenet121,scratch,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9997535620416914,0.0025965716157640728,0.017888877647263664,0.9999467613132209,1.0,0.9997535620416914,0.9830630241220288,70,4830
2,densenet121,scratch,gs10,adaptive,train,gs10,1337,slice_level,0.9844756399669694,0.9937241948802642,0.98724565863314,0.0013108193332946173,0.000587380846888696,0.8953445626548182,0.457181353981738,0.961129385387308,0.8706401741105992,172927,1211000
2,densenet121,scratch,gs10,adaptive,train,gs10,1337,subject_level,0.9819819819819819,0.9954954954954955,0.998610139967085,0.005972006567963609,0.012954889826040279,0.9997118923986968,0.9954954954954955,0.9985731893831545,0.9007838573877035,222,49062
2,densenet121,scratch,gs10,adaptive,test,gs10,1337,slice_level,0.9992944496707432,0.9995296331138288,0.9880107852471738,0.0008028638273169157,0.0007321358638140307,0.9057573689137318,0.48247016354795935,0.9657453656881604,0.8839205331318185,271480,850400
2,densenet121,scratch,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.9994102025377578,0.009216357832369597,0.03637092673908109,0.999990733533489,1.0,0.9994102025377578,0.91488679311058,69,4692
2,densenet121,scratch,gs10,blind,train,raw,1337,slice_level,0.9786952931461602,0.9876135425268373,0.9989858960534402,0.00040724291277758647,0.0002194053397765214,0.8075592465887178,0.35903589375863804,0.9909902161888631,0.9794320314057497,172927,1211000
2,densenet121,scratch,gs10,blind,train,raw,1337,subject_level,0.963963963963964,0.972972972972973,0.9996914431318507,0.001176747652861449,0.005340545773841777,0.9981561756204045,0.972972972972973,0.9996551173227327,0.9872655156353053,222,49062
2,densenet121,scratch,gs10,blind,test,raw,1337,slice_level,0.9990592662276576,0.9997648165569144,0.9992887482453604,0.00023228692649561396,0.0003083962912358929,0.8434460531994165,0.3922462059820245,0.9924705969695843,0.9793440699901148,271480,850400
2,densenet121,scratch,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9998775789703148,0.0017324478729911473,0.01726664915896844,0.9999938223556593,1.0,0.9998775789703148,0.9869325859416578,69,4692
3,densenet121,scratch,gs10,adaptive,train,gs10,1337,slice_level,0.9844782034346103,0.9928996036988111,0.9873118125482941,0.0012379195368904105,0.000601038434421802,0.8828890968011335,0.4365947776130681,0.9612300974113681,0.8734496298746072,173369,1211200
3,densenet121,scratch,gs10,adaptive,train,gs10,1337,subject_level,0.9864864864864865,0.9954954954954955,0.9987086855076455,0.005497277319968284,0.01293748994735447,0.9996748919642402,0.9954954954954955,0.9986614823878348,0.9053409229182695,222,49062
3,densenet121,scratch,gs10,adaptive,test,gs10,1337,slice_level,0.9966603053435115,0.9988072519083969,0.9877090285468193,0.0008553705739838477,0.0007265798789279079,0.859450561701222,0.4094964343989847,0.9606906009270986,0.8919638344039785,264752,838400
3,densenet121,scratch,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.9991479602412902,0.007754357828610186,0.032960200439328735,0.9996787624942858,0.9855072463768116,0.9991479602412902,0.9260671787783313,69,4692
3,densenet121,scratch,gs10,blind,train,raw,1337,slice_level,0.9859643328929987,0.9920739762219286,0.9988461069103276,0.0004853738700697885,0.00022351249874763015,0.8239022582714722,0.39590122801654276,0.9905618072967055,0.9779812747637693,173369,1211200
3,densenet121,scratch,gs10,blind,train,raw,1337,subject_level,0.9864864864864865,0.9954954954954955,0.9997181086926847,0.0014270807171727086,0.005400747629218139,0.9995700420978639,0.9864864864864865,0.9997049623781497,0.9864829825845215,222,49062
3,densenet121,scratch,gs10,blind,test,raw,1337,slice_level,0.9978530534351145,0.9985687022900763,0.9991150620528533,0.0002742794178824388,0.00031854998479773446,0.8344716016884461,0.4080384661872243,0.9913134969691662,0.9780597351547615,264752,838400
3,densenet121,scratch,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9998366133026455,0.0021096079245857572,0.017454949059132217,0.9999845558891484,1.0,0.9998366133026455,0.9861520988023494,69,4692
4,densenet121,scratch,gs10,adaptive,train,gs10,1337,slice_level,0.9843078956062108,0.9927320779649819,0.9847941392910217,0.001148544928796779,0.00041638786144487544,0.8739219467925866,0.4754311974637154,0.9621250567533719,0.9085530868118004,171905,1210800
4,densenet121,scratch,gs10,adaptive,train,gs10,1337,subject_level,0.972972972972973,0.9954954954954955,0.998637478630822,0.0054956747067941205,0.009056119703444408,0.9997231853352679,0.990990990990991,0.998594042148676,0.9414797767988892,222,49062
4,densenet121,scratch,gs10,adaptive,test,gs10,1337,slice_level,0.9991345737775854,0.9997836434443964,0.9856542374008613,0.0007758922955526618,0.0005359320525238746,0.8710608877585109,0.4320417544987912,0.9620029405436434,0.9081635765831277,335868,924400
4,densenet121,scratch,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.9994743976040162,0.006957838500755421,0.02915762243387492,1.0,1.0,0.9994743976040162,0.9398505380416872,69,4692
4,densenet121,scratch,gs10,blind,train,raw,1337,slice_level,0.9897588371324744,0.9948794185662372,0.9987661986804693,0.0004973233356545142,0.00021886501657619777,0.827986459711505,0.41273959454349785,0.9909967095654054,0.9796771652737604,171905,1210800
4,densenet121,scratch,gs10,blind,train,raw,1337,subject_level,0.9954954954954955,0.9954954954954955,0.9996821418538824,0.0015502598908570435,0.00531022574517641,0.9995290019137397,0.9954954954954955,0.9996735195855837,0.9878223504588518,222,49062
4,densenet121,scratch,gs10,blind,test,raw,1337,slice_level,0.9995672868887927,1.0,0.9990714929001716,0.00028422299477508294,0.00029049684025676885,0.8340144472800525,0.3989067133516739,0.9907106081957742,0.9775411346828793,335868,924400
4,densenet121,scratch,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9998538537301879,0.0021223339481630187,0.017620948750687683,0.9999320459122528,1.0,0.9998538537301879,0.9854572235470842,69,4692
0,densenet121,scratch,gs20,adaptive,train,gs20,1337,slice_level,0.9251610771518255,0.9692714356517429,0.9895931888705892,0.0012246021333458441,0.0007220788932693979,0.8889219834192188,0.3325083163977793,0.9625981903705249,0.7959972835801986,176158,1210600
0,densenet121,scratch,gs20,adaptive,train,gs20,1337,subject_level,0.9819004524886877,1.0,0.9986527624173401,0.004521791751568134,0.015581145006067613,0.999530480166626,0.9909502262443439,0.9986142060335945,0.8188945391335295,221,48620
0,densenet121,scratch,gs20,adaptive,test,gs20,1337,slice_level,0.9664220591505448,0.9855459195018902,0.9898010449911028,0.0010194452916459822,0.0010384182634785993,0.8466226863878289,0.30980343393423365,0.941446488616915,0.8209126567076797,305597,899400
0,densenet121,scratch,gs20,adaptive,test,gs20,1337,subject_level,0.9857142857142858,1.0,0.9989417995725359,0.008942406518118722,0.049093864751713616,0.9996095829636201,0.9857142857142858,0.9989344264779773,0.871550973645155,70,4830
0,densenet121,scratch,gs20,blind,train,raw,1337,slice_level,0.99273087725095,0.9970262679662977,0.9990796982877691,0.0004149765273509647,0.00023346533864218352,0.8443179300074783,0.41846524143098807,0.9905779563336063,0.974883325324558,176158,1210600
0,densenet121,scratch,gs20,blind,train,raw,1337,subject_level,0.9864253393665159,0.995475113122172,0.9996791328240304,0.0016797910448652588,0.005673867759897429,0.9998013033014364,0.995475113122172,0.9996701201162727,0.9831259634221645,221,48620
0,densenet121,scratch,gs20,blind,test,raw,1337,slice_level,1.0,1.0,0.9993600835131093,0.00020723860343880513,0.00030164662392365556,0.8471422860507071,0.4312345998160977,0.9912803503936626,0.9769611005039381,305597,899400
0,densenet121,scratch,gs20,blind,test,raw,1337,subject_level,1.0,1.0,0.9998775652476719,0.002296543972832816,0.017542387784591742,0.9999970422951789,1.0,0.9998775652476719,0.9847790978956914,70,4830
1,densenet121,scratch,gs20,adaptive,train,gs20,1337,slice_level,0.9626754748142031,0.9881090008257638,0.9847945065561353,0.0010949296856792774,0.00046480841746070813,0.8554000802581767,0.40539149642359446,0.957168944500069,0.8881759844136868,172939,1211000
1,densenet121,scratch,gs20,adaptive,train,gs20,1337,subject_level,0.9592760180995475,1.0,0.99853224344383,0.005052000688751359,0.010240357449252951,0.9995764549530852,0.9819004524886877,0.998456203020536,0.923906379811855,221,48620
