fold,arch,init,train_condition,attacker_type,eval_split,eval_condition,seed,k_gallery,k_probe,level,rank1,rank5,top1_sim,margin,p_top1,auc,tar_at_far_1pct,mean_sim_same,mean_sim_diff,n_pos_pairs,n_neg_pairs
3,resnet18,pretrained,gs0,blind,test,raw,1337,1,1,subject_level,0.36231884057971014,0.6086956521739131,0.9484580591105033,0.014180933219799097,0.034643592987803444,0.8270568466832227,0.34782608695652173,0.9273221060849618,0.8834215538530196,69,4692
4,resnet18,pretrained,gs0,adaptive,train,gs0,1337,1,1,slice_level,0.3783783783783784,0.6126126126126126,0.8489898147883715,0.018092106322984438,0.023426227065994665,0.9064416950734517,0.4594594594594595,0.8218131876206612,0.7243884013083067,222,44400
4,resnet18,pretrained,gs0,adaptive,train,gs0,1337,1,1,subject_level,0.3783783783783784,0.6126126126126126,0.8489898526453757,0.0180920985367921,0.02342622731350832,0.906340607453485,0.4594594594594595,0.821813220376367,0.7244394914346602,222,49062
4,resnet18,pretrained,gs0,adaptive,test,gs0,1337,1,1,slice_level,0.391304347826087,0.7101449275362319,0.8354279087937396,0.02099564801091733,0.06395263475892336,0.9163824950269963,0.3333333333333333,0.812161708223647,0.7204954159610412,69,4692
4,resnet18,pretrained,gs0,adaptive,test,gs0,1337,1,1,subject_level,0.391304347826087,0.7101449275362319,0.8354279493940049,0.02099563505338586,0.06395262728134792,0.9163824950269963,0.3333333333333333,0.8121617548707603,0.7204954590384816,69,4692
4,resnet18,pretrained,gs0,blind,train,raw,1337,1,1,slice_level,0.3108108108108108,0.4594594594594595,0.9462872193203317,0.009771055466419942,0.012109502331932654,0.8179759658306955,0.3108108108108108,0.9199657203914883,0.8731744529092097,222,44400
4,resnet18,pretrained,gs0,blind,train,raw,1337,1,1,subject_level,0.3108108108108108,0.4594594594594595,0.9462872751661249,0.009771056003398724,0.012109503636623288,0.8182533609799111,0.3108108108108108,0.9199657759687923,0.873134460024884,222,49062
4,resnet18,pretrained,gs0,blind,test,raw,1337,1,1,slice_level,0.2753623188405797,0.5652173913043478,0.9399384864862415,0.00968759992848272,0.034113279827263046,0.8087092429914624,0.17391304347826086,0.9163829831109531,0.8752812228950799,69,4692
4,resnet18,pretrained,gs0,blind,test,raw,1337,1,1,subject_level,0.2753623188405797,0.5652173913043478,0.9399385564569114,0.009687599064647287,0.034113281446954476,0.8087092429914625,0.17391304347826086,0.9163830660391545,0.8752812873016335,69,4692
0,resnet18,pretrained,gs10,adaptive,train,gs10,1337,1,1,slice_level,0.2895927601809955,0.5475113122171946,0.9509392542536982,0.00478362281937405,0.015551947280596015,0.8978091152924796,0.23529411764705882,0.9371751846231486,0.8338084677104497,221,44200
0,resnet18,pretrained,gs10,adaptive,train,gs10,1337,1,1,subject_level,0.2895927601809955,0.5475113122171946,0.9509393081945532,0.00478362929227665,0.015551948877751019,0.8973874408795889,0.23076923076923078,0.9371752382942994,0.8340063666032205,221,48620
0,resnet18,pretrained,gs10,adaptive,test,gs10,1337,1,1,slice_level,0.2857142857142857,0.5714285714285714,0.9439866040434156,0.006525851147515433,0.04088712829564299,0.8432800946465544,0.14285714285714285,0.9229949499879565,0.8517395655437533,70,4830
0,resnet18,pretrained,gs10,adaptive,test,gs10,1337,1,1,subject_level,0.2857142857142857,0.5714285714285714,0.9439866874899183,0.006525874137878418,0.04088713976421526,0.8432800946465543,0.14285714285714285,0.9229950181075505,0.8517396211500741,70,4830
0,resnet18,pretrained,gs10,blind,train,raw,1337,1,1,slice_level,0.49321266968325794,0.6334841628959276,0.9944005851292502,0.0019075665538667015,0.005480250956836194,0.9149423639974611,0.49321266968325794,0.992084932543034,0.9807670981865123,221,44200
0,resnet18,pretrained,gs10,blind,train,raw,1337,1,1,subject_level,0.49321266968325794,0.6334841628959276,0.9944006444641907,0.0019075676326838014,0.005480251475174098,0.9150297998514662,0.4841628959276018,0.9920849905294531,0.9807633071034497,221,48620
0,resnet18,pretrained,gs10,blind,test,raw,1337,1,1,slice_level,0.5,0.7142857142857143,0.9939106251512255,0.002124049833842686,0.017171778636319298,0.8891200828157351,0.45714285714285713,0.9917393096855709,0.9805860407357384,70,4830
0,resnet18,pretrained,gs10,blind,test,raw,1337,1,1,subject_level,0.5,0.7142857142857143,0.9939106830528804,0.0021240617547716415,0.017171777226030825,0.8891156462585034,0.45714285714285713,0.9917393641812461,0.980586106066378,70,4830
1,resnet18,pretrained,gs10,adaptive,train,gs10,1337,1,1,slice_level,0.2895927601809955,0.4796380090497738,0.8342000496872949,0.013033880906946519,0.01886504725447742,0.8726590364652649,0.25339366515837103,0.8015400834752424,0.7231403856377256,221,44200
1,resnet18,pretrained,gs10,adaptive,train,gs10,1337,1,1,subject_level,0.2895927601809955,0.4796380090497738,0.8342000933793875,0.01303387874931232,0.01886504805516199,0.8726492831097568,0.25339366515837103,0.8015401242005878,0.7231191671701284,221,48620
1,resnet18,pretrained,gs10,adaptive,test,gs10,1337,1,1,slice_level,0.37142857142857144,0.5857142857142857,0.8218706003257207,0.01565249136516026,0.04752716411437307,0.8680597456373854,0.3142857142857143,0.7981678749833788,0.729666684095904,70,4830
1,resnet18,pretrained,gs10,adaptive,test,gs10,1337,1,1,subject_level,0.37142857142857144,0.5857142857142857,0.8218706403459821,0.01565247688974653,0.04752716475299427,0.868061224489796,0.3142857142857143,0.798167907340186,0.72966672422723,70,4830
1,resnet18,pretrained,gs10,blind,train,raw,1337,1,1,slice_level,0.4796380090497738,0.6063348416289592,0.9904701189218064,0.002558732734006994,0.006008244205974211,0.8655451362584714,0.4117647058823529,0.9857453884582175,0.9699848994073286,221,44200
1,resnet18,pretrained,gs10,blind,train,raw,1337,1,1,subject_level,0.4796380090497738,0.6063348416289592,0.9904701876963965,0.002558724373174469,0.006008244064800879,0.8657186305842148,0.4117647058823529,0.9857454591207375,0.9699831976475219,221,48620
1,resnet18,pretrained,gs10,blind,test,raw,1337,1,1,slice_level,0.5285714285714286,0.6571428571428571,0.9884604803153447,0.004002915109906878,0.018867274852735656,0.8534117125110914,0.37142857142857144,0.9834227868488856,0.9683537142247147,70,4830
1,resnet18,pretrained,gs10,blind,test,raw,1337,1,1,subject_level,0.5285714285714286,0.6571428571428571,0.9884605339595249,0.0040028955255235945,0.0188672771943467,0.8534131913635019,0.37142857142857144,0.9834228345326015,0.968353762895671,70,4830
2,resnet18,pretrained,gs10,adaptive,train,gs10,1337,1,1,slice_level,0.27927927927927926,0.45045045045045046,0.846128305604866,0.011190584114005973,0.018527300503977516,0.867204569434299,0.2747747747747748,0.8131768222864684,0.7359691414183325,222,44400
2,resnet18,pretrained,gs10,adaptive,train,gs10,1337,1,1,subject_level,0.27927927927927926,0.45045045045045046,0.8461283558123821,0.011190580892133282,0.018527300688563973,0.8669669118794716,0.2747747747747748,0.8131768754473677,0.736010298519837,222,49062
2,resnet18,pretrained,gs10,adaptive,test,gs10,1337,1,1,slice_level,0.3188405797101449,0.5072463768115942,0.8350526776866637,0.013491669426793638,0.04697416436629019,0.8100065483030011,0.2028985507246377,0.8038020332654318,0.7410401578830637,69,4692
2,resnet18,pretrained,gs10,adaptive,test,gs10,1337,1,1,subject_level,0.3188405797101449,0.5072463768115942,0.8350527148315872,0.013491656469262165,0.04697415748260159,0.810006548303001,0.2028985507246377,0.8038020764572033,0.7410402029295406,69,4692
2,resnet18,pretrained,gs10,blind,train,raw,1337,1,1,slice_level,0.4144144144144144,0.5495495495495496,0.9911904453157304,0.0023409259748888443,0.005889260753368338,0.8467025809593377,0.3918918918918919,0.9859518926959854,0.971899291917279,222,44400
2,resnet18,pretrained,gs10,blind,train,raw,1337,1,1,subject_level,0.4144144144144144,0.5495495495495496,0.9911905076052692,0.0023409232899949356,0.005889260514244974,0.8464846006578916,0.3918918918918919,0.9859519611607801,0.9719190805619532,222,49062
2,resnet18,pretrained,gs10,blind,test,raw,1337,1,1,slice_level,0.37681159420289856,0.5942028985507246,0.9902773914129838,0.00268676833830018,0.018338734284043312,0.8140868823900069,0.3188405797101449,0.9853946350622869,0.9730196384568551,69,4692
2,resnet18,pretrained,gs10,blind,test,raw,1337,1,1,subject_level,0.37681159420289856,0.5942028985507246,0.9902774726135143,0.002686787342679673,0.018338740492860477,0.8140807047456663,0.3188405797101449,0.9853947033052859,0.9730196976676926,69,4692
3,resnet18,pretrained,gs10,adaptive,train,gs10,1337,1,1,slice_level,0.28378378378378377,0.509009009009009,0.8973134463434821,0.01012286167960983,0.019616873779644568,0.9038416626085546,0.26576576576576577,0.873090099912506,0.7682622651017464,222,44400
3,resnet18,pretrained,gs10,adaptive,train,gs10,1337,1,1,subject_level,0.28378378378378377,0.509009009009009,0.8973134938661043,0.010122860068673486,0.019616872202269396,0.9042549489687804,0.2702702702702703,0.8730901487775751,0.7682261662740334,222,49062
3,resnet18,pretrained,gs10,adaptive,test,gs10,1337,1,1,slice_level,0.3333333333333333,0.6666666666666666,0.8856113475301991,0.01274836754453355,0.04628424821556478,0.8526384718978959,0.3333333333333333,0.8619087865387184,0.7905110499971663,69,4692
3,resnet18,pretrained,gs10,adaptive,test,gs10,1337,1,1,subject_level,0.3333333333333333,0.6666666666666666,0.8856113959049833,0.012748348540154057,0.04628424708178078,0.8526384718978959,0.3333333333333333,0.8619088305943254,0.7905110955644853,69,4692
3,resnet18,pretrained,gs10,blind,train,raw,1337,1,1,slice_level,0.38738738738738737,0.545045045045045,0.9891179942332946,0.002778318551209596,0.006104455560210858,0.8510721025079132,0.3918918918918919,0.9831757392432239,0.9671250483165453,222,44400
3,resnet18,pretrained,gs10,blind,train,raw,1337,1,1,subject_level,0.38738738738738737,0.545045045045045,0.9891180581337696,0.0027783172087626415,0.006104455868554142,0.8510679720934093,0.3918918918918919,0.9831757985793792,0.9671147234161107,222,49062
3,resnet18,pretrained,gs10,blind,test,raw,1337,1,1,slice_level,0.42028985507246375,0.6376811594202898,0.9887358658555625,0.0038367587587107782,0.019228262664831203,0.8186181845138811,0.391304347826087,0.9824903719667075,0.968151844853737,69,4692
3,resnet18,pretrained,gs10,blind,test,raw,1337,1,1,subject_level,0.42028985507246375,0.6376811594202898,0.9887359513752703,0.0038367751715839772,0.0192282701154118,0.8186181845138811,0.391304347826087,0.9824904358905294,0.9681519020320205,69,4692
4,resnet18,pretrained,gs10,adaptive,train,gs10,1337,1,1,slice_level,0.2927927927927928,0.5405405405405406,0.9293480099321486,0.00626755217174152,0.013950108693123938,0.887627881259638,0.26126126126126126,0.9142380837384645,0.8371609816331047,222,44400
4,resnet18,pretrained,gs10,adaptive,train,gs10,1337,1,1,subject_level,0.2927927927927928,0.5405405405405406,0.9293480663149206,0.006267563985274719,0.013950111650702384,0.8875705074035758,0.26126126126126126,0.9142381350199381,0.8371518393967466,222,49062
4,resnet18,pretrained,gs10,adaptive,test,gs10,1337,1,1,slice_level,0.391304347826087,0.6376811594202898,0.9178909944451373,0.010152262190113897,0.03825483857181625,0.8979267825592745,0.15942028985507245,0.9051428117613861,0.8376443509174429,69,4692
4,resnet18,pretrained,gs10,adaptive,test,gs10,1337,1,1,subject_level,0.391304347826087,0.6376811594202898,0.9178910203602003,0.010152245777240698,0.03825483017641565,0.8979267825592745,0.15942028985507245,0.9051428575446641,0.8376443928134614,69,4692
4,resnet18,pretrained,gs10,blind,train,raw,1337,1,1,slice_level,0.4189189189189189,0.545045045045045,0.9915927788158795,0.0022985215659614084,0.005813157475377257,0.8519886271406543,0.4369369369369369,0.9867625115691004,0.9732986252989855,222,44400
4,resnet18,pretrained,gs10,blind,train,raw,1337,1,1,subject_level,0.4189189189189189,0.545045045045045,0.9915928346616728,0.002298528815174962,0.005813157834062302,0.8523710667987298,0.4369369369369369,0.9867625663409362,0.9732708879531045,222,49062
4,resnet18,pretrained,gs10,blind,test,raw,1337,1,1,slice_level,0.5362318840579711,0.6521739130434783,0.9900171264358189,0.0027632825616477194,0.018511817021214443,0.8742015394689697,0.36231884057971014,0.9868463735649551,0.9723022452476994,69,4692
4,resnet18,pretrained,gs10,blind,test,raw,1337,1,1,subject_level,0.5362318840579711,0.6521739130434783,0.990017180857451,0.0027633015660272126,0.01851181853292645,0.8741999950578845,0.36231884057971014,0.9868464124375496,0.9723022907387977,69,4692
0,resnet18,pretrained,gs20,adaptive,train,gs20,1337,1,1,slice_level,0.23076923076923078,0.4434389140271493,0.8578509362035207,0.011945380614354061,0.01815229490803917,0.8802374541880796,0.22171945701357465,0.8262651338836187,0.7474413590989502,221,44200
0,resnet18,pretrained,gs20,adaptive,train,gs20,1337,1,1,subject_level,0.23076923076923078,0.4434389140271493,0.8578509774682749,0.01194537737790276,0.018152295021820662,0.880478258765456,0.22171945701357465,0.8262651767665984,0.7473966799820465,221,48620
0,resnet18,pretrained,gs20,adaptive,test,gs20,1337,1,1,slice_level,0.3,0.6714285714285714,0.8480676429612296,0.008696142264774867,0.04427771938166448,0.8497012718130731,0.3,0.8230839107717787,0.7571341589987896,70,4830
0,resnet18,pretrained,gs20,adaptive,test,gs20,1337,1,1,subject_level,0.3,0.6714285714285714,0.8480676940509251,0.008696124383381435,0.04427771594907556,0.8497012718130731,0.3,0.8230839729309082,0.7571342139510635,70,4830
0,resnet18,pretrained,gs20,blind,train,raw,1337,1,1,slice_level,0.4343891402714932,0.5565610859728507,0.993038397838627,0.002322531124045946,0.005759913817772903,0.863897084416781,0.4253393665158371,0.9885966591705564,0.9756985982578265,221,44200
0,resnet18,pretrained,gs20,blind,train,raw,1337,1,1,subject_level,0.4343891402714932,0.5565610859728507,0.9930384641858787,0.002322532202863046,0.005759914047442949,0.8641433426834012,0.4253393665158371,0.9885967222813568,0.9756882199359401,221,48620
0,resnet18,pretrained,gs20,blind,test,raw,1337,1,1,slice_level,0.4714285714285714,0.6857142857142857,0.9921443794454847,0.0024138833795275005,0.01775810183691127,0.8584235433303756,0.4142857142857143,0.9886077276297978,0.9763906798624351,70,4830
0,resnet18,pretrained,gs20,blind,test,raw,1337,1,1,subject_level,0.4714285714285714,0.6857142857142857,0.9921444467135838,0.0024138637951442174,0.017758100692714964,0.8584235433303756,0.4142857142857143,0.9886078025613513,0.9763907496109759,70,4830
1,resnet18,pretrained,gs20,adaptive,train,gs20,1337,1,1,slice_level,0.19457013574660634,0.4072398190045249,0.8958790183606731,0.008192844250622918,0.01934738266302854,0.8497795909174669,0.21266968325791855,0.8591494363357578,0.7685231162722295,221,44200
1,resnet18,pretrained,gs20,adaptive,train,gs20,1337,1,1,subject_level,0.19457013574660634,0.4072398190045249,0.8958790607042442,0.008192844790031467,0.01934738316450993,0.8495207547310288,0.21266968325791855,0.8591494840734145,0.768615605754771,221,48620
1,resnet18,pretrained,gs20,adaptive,test,gs20,1337,1,1,slice_level,0.18571428571428572,0.5714285714285714,0.8799374835831778,0.010514827285494124,0.050931764952838424,0.792108843537415,0.22857142857142856,0.8377454204218728,0.7693487642344481,70,4830
1,resnet18,pretrained,gs20,adaptive,test,gs20,1337,1,1,subject_level,0.18571428571428572,0.5714285714285714,0.8799375380788531,0.010514840057918003,0.05093177296221256,0.792108843537415,0.22857142857142856,0.8377454664025988,0.769348803094702,70,4830
1,resnet18,pretrained,gs20,blind,train,raw,1337,1,1,slice_level,0.39819004524886875,0.5384615384615384,0.9919685076804182,0.0022101693563331844,0.00593425530931866,0.8666989824123175,0.43891402714932126,0.9873427870047039,0.9723378570249717,221,44200
1,resnet18,pretrained,gs20,blind,train,raw,1337,1,1,subject_level,0.39819004524886875,0.5384615384615384,0.9919685718700357,0.0022101787959828098,0.0059342559245815375,0.8669810293512715,0.43891402714932126,0.9873428484972786,0.9723276698640814,221,48620
1,resnet18,pretrained,gs20,blind,test,raw,1337,1,1,slice_level,0.34285714285714286,0.6142857142857143,0.9908348551818302,0.0032056587082999093,0.018959673919848034,0.8347973972197574,0.3,0.9844842042241778,0.9701012092470876,70,4830
1,resnet18,pretrained,gs20,blind,test,raw,1337,1,1,subject_level,0.34285714285714286,0.6142857142857143,0.9908349275588989,0.003205676589693342,0.018959679561001915,0.8347973972197574,0.3,0.9844842570168632,0.9701012583623021,70,4830
2,resnet18,pretrained,gs20,adaptive,train,gs20,1337,1,1,slice_level,0.22072072072072071,0.46396396396396394,0.9550019424777847,0.0038540430434115297,0.012890485899841733,0.8652699659118577,0.18018018018018017,0.941958364065703,0.8558842612722436,222,44400
2,resnet18,pretrained,gs20,adaptive,train,gs20,1337,1,1,subject_level,0.22072072072072071,0.46396396396396394,0.9550019951017054,0.003854041969453966,0.01289048681438372,0.8653086405471144,0.18018018018018017,0.9419584177635811,0.8558691997372765,222,49062
2,resnet18,pretrained,gs20,adaptive,test,gs20,1337,1,1,slice_level,0.3333333333333333,0.6086956521739131,0.95034508774246,0.004918960557467695,0.0300463467458452,0.817595784375502,0.14492753623188406,0.9381578374600065,0.8896355348855943,69,4692
2,resnet18,pretrained,gs20,adaptive,test,gs20,1337,1,1,subject_level,0.3333333333333333,0.6086956521739131,0.9503451317980669,0.004918946736100791,0.030046341400863468,0.8175973287865872,0.14492753623188406,0.9381578892901323,0.8896355885196118,69,4692
2,resnet18,pretrained,gs20,blind,train,raw,1337,1,1,slice_level,0.5,0.6351351351351351,0.9927812871095296,0.0026038957608712685,0.005890896705373585,0.9156688276113952,0.5135135135135135,0.9894368951922065,0.9735541592538357,222,44400
2,resnet18,pretrained,gs20,blind,train,raw,1337,1,1,subject_level,0.5,0.6351351351351351,0.9927813483251108,0.0026038911965516236,0.005890896583714329,0.9155481150711675,0.5135135135135135,0.9894369529174255,0.9735538153549047,222,49062
2,resnet18,pretrained,gs20,blind,test,raw,1337,1,1,slice_level,0.5362318840579711,0.6956521739130435,0.9921056369076604,0.0028458799141040745,0.018115328489870266,0.9138373055586443,0.4782608695652174,0.9899257602898971,0.9758768015352967,69,4692
2,resnet18,pretrained,gs20,blind,test,raw,1337,1,1,subject_level,0.5362318840579711,0.6956521739130435,0.9921056878739509,0.0028458730034206224,0.018115327113132546,0.9138357611475593,0.4782608695652174,0.9899258207583773,0.9758768570240196,69,4692
3,resnet18,pretrained,gs20,adaptive,train,gs20,1337,1,1,slice_level,0.18468468468468469,0.34234234234234234,0.9780273496567666,0.002005980626956837,0.013183902957485066,0.8311296262478695,0.08108108108108109,0.9661045600702097,0.8536804985362398,222,44400
3,resnet18,pretrained,gs20,adaptive,train,gs20,1337,1,1,subject_level,0.18468468468468469,0.34234234234234234,0.9780274084559432,0.002005984385808309,0.013183901382207468,0.8309900489948183,0.07657657657657657,0.9661046218227696,0.8539322575240735,222,49062
3,resnet18,pretrained,gs20,adaptive,test,gs20,1337,1,1,slice_level,0.2753623188405797,0.4492753623188406,0.9727422802344613,0.0029378645661948385,0.029383148377140362,0.7543428839714841,0.08695652173913043,0.9519819539526234,0.9086977497619741,69,4692
3,resnet18,pretrained,gs20,adaptive,test,gs20,1337,1,1,subject_level,0.2753623188405797,0.4492753623188406,0.9727423622988273,0.0029378904812577844,0.029383160011923832,0.7543428839714839,0.08695652173913043,0.9519820334254832,0.90869781604864,69,4692
3,resnet18,pretrained,gs20,blind,train,raw,1337,1,1,slice_level,0.45495495495495497,0.5630630630630631,0.9938997298747569,0.0020107272508982066,0.005642737522050067,0.8753855206557908,0.481981981981982,0.9901778724816468,0.9777050747984164,222,44400
3,resnet18,pretrained,gs20,blind,train,raw,1337,1,1,subject_level,0.45495495495495497,0.5630630630630631,0.993899806125744,0.002010742017814705,0.005642738642154244,0.8754155433408215,0.481981981981982,0.9901779396039946,0.9776985789403744,222,49062
3,resnet18,pretrained,gs20,blind,test,raw,1337,1,1,slice_level,0.4927536231884058,0.6811594202898551,0.9935484545818274,0.0026889598887899647,0.017884013148537582,0.8613211510186936,0.463768115942029,0.9901698257612146,0.978314124028701,69,4692
3,resnet18,pretrained,gs20,blind,test,raw,1337,1,1,subject_level,0.4927536231884058,0.6811594202898551,0.993548515914143,0.0026889823485111847,0.017884014957193016,0.8613211510186936,0.463768115942029,0.9901698724083279,0.9783141772816146,69,4692
4,resnet18,pretrained,gs20,adaptive,train,gs20,1337,1,1,slice_level,0.1891891891891892,0.45495495495495497,0.920017088855709,0.005537139939832258,0.01503420209612798,0.8784724251278306,0.1891891891891892,0.8996234012616647,0.8171643045074768,222,44400
4,resnet18,pretrained,gs20,adaptive,train,gs20,1337,1,1,subject_level,0.1891891891891892,0.45495495495495497,0.920017138257757,0.005537132959108095,0.01503420160949096,0.878674152322801,0.1891891891891892,0.8996234514691808,0.8170876793761088,222,49062
4,resnet18,pretrained,gs20,adaptive,test,gs20,1337,1,1,slice_level,0.3188405797101449,0.6811594202898551,0.9099512333455293,0.008879814458929974,0.04119955100443052,0.8856796026539161,0.14492753623188406,0.8941962503004766,0.8221761412785181,69,4692
4,resnet18,pretrained,gs20,adaptive,test,gs20,1337,1,1,subject_level,0.3188405797101449,0.6811594202898551,0.9099512583967568,0.008879802365233933,0.04119954954670823,0.8856796026539161,0.14492753623188406,0.8941962917645773,0.8221761684893342,69,4692
4,resnet18,pretrained,gs20,blind,train,raw,1337,1,1,slice_level,0.43243243243243246,0.5765765765765766,0.9921356624848133,0.0024241378178467624,0.005848390899749624,0.8871062616670725,0.49099099099099097,0.9881207180452777,0.9733686332780499,222,44400
4,resnet18,pretrained,gs20,blind,train,raw,1337,1,1,subject_level,0.43243243243243246,0.5765765765765766,0.9921357191360749,0.0024241480204436157,0.005848391140970561,0.886901837021074,0.49099099099099097,0.9881207709376877,0.9733876016726433,222,49062
4,resnet18,pretrained,gs20,blind,test,raw,1337,1,1,slice_level,0.5217391304347826,0.7391304347826086,0.9906955214514248,0.0029399550479391346,0.01859606065503929,0.8977476308733952,0.4782608695652174,0.9877762250278307,0.9726576138564083,69,4692
4,resnet18,pretrained,gs20,blind,test,raw,1337,1,1,subject_level,0.5217391304347826,0.7391304347826086,0.9906955966051074,0.002939976643824923,0.018596065136185592,0.8977491752844804,0.4782608695652174,0.9877762889516526,0.9726576735245703,69,4692
0,resnet18,pretrained,gs30,adaptive,train,gs30,1337,1,1,slice_level,0.22624434389140272,0.43891402714932126,0.8626243215880243,0.009396673057953157,0.016410355489886456,0.8724903769374092,0.15384615384615385,0.8347078745181744,0.7600582742138147,221,44200
0,resnet18,pretrained,gs30,adaptive,train,gs30,1337,1,1,subject_level,0.22624434389140272,0.43891402714932126,0.8626243652801169,0.009396672248840332,0.016410355860729833,0.8728650109539116,0.1583710407239819,0.8347079182102669,0.7599572274933525,221,48620
0,resnet18,pretrained,gs30,adaptive,test,gs30,1337,1,1,slice_level,0.22857142857142856,0.5142857142857142,0.8506448788302285,0.008954034532819476,0.03887114240122693,0.8176604554865425,0.14285714285714285,0.8260689829077039,0.7709650582655123,70,4830
0,resnet18,pretrained,gs30,adaptive,test,gs30,1337,1,1,subject_level,0.22857142857142856,0.5142857142857142,0.8506449401378632,0.008954041344778878,0.03887114966554301,0.8176604554865424,0.14285714285714285,0.8260690305914198,0.7709651054926294,70,4830
0,resnet18,pretrained,gs30,blind,train,raw,1337,1,1,slice_level,0.4343891402714932,0.5429864253393665,0.9920212033107809,0.0023645545562467965,0.005907686168066651,0.8938435945209966,0.43891402714932126,0.9878641019040103,0.9728504364239684,221,44200
0,resnet18,pretrained,gs30,blind,train,raw,1337,1,1,subject_level,0.4343891402714932,0.5429864253393665,0.9920212664215813,0.0023645480833441963,0.005907686081677001,0.8933498495116807,0.43891402714932126,0.987864168251262,0.9728880157298092,221,48620
0,resnet18,pretrained,gs30,blind,test,raw,1337,1,1,slice_level,0.6142857142857143,0.7428571428571429,0.9915298666272845,0.0029232110295976913,0.018494047011647904,0.8868988464951196,0.5428571428571428,0.9880633439336505,0.9727175147020052,70,4830
0,resnet18,pretrained,gs30,blind,test,raw,1337,1,1,subject_level,0.6142857142857143,0.7428571428571429,0.9915299126080104,0.0029231931482042585,0.018494046106934548,0.8869003253475304,0.5428571428571428,0.9880633992808205,0.9727175625584881,70,4830
1,resnet18,pretrained,gs30,adaptive,train,gs30,1337,1,1,slice_level,0.15384615384615385,0.3393665158371041,0.8454907787331628,0.010207077227027168,0.01850714312436489,0.8373953236010728,0.17647058823529413,0.8032617113169502,0.7344115758077052,221,44200
1,resnet18,pretrained,gs30,adaptive,train,gs30,1337,1,1,subject_level,0.15384615384615385,0.3393665158371041,0.8454908202676212,0.010207068057081818,0.018507143975619006,0.8378106322743001,0.17647058823529413,0.803261752312,0.7342790614205199,221,48620
1,resnet18,pretrained,gs30,adaptive,test,gs30,1337,1,1,slice_level,0.3,0.4714285714285714,0.8282861667019981,0.013797032833099365,0.046212721775685035,0.7748624667258206,0.2714285714285714,0.7858222697462355,0.7352965075900589,70,4830
1,resnet18,pretrained,gs30,adaptive,test,gs30,1337,1,1,subject_level,0.3,0.4714285714285714,0.8282862152372088,0.01379703027861459,0.04621272731040205,0.7748624667258208,0.2714285714285714,0.7858223472322736,0.7352965555699469,70,4830
1,resnet18,pretrained,gs30,blind,train,raw,1337,1,1,slice_level,0.4479638009049774,0.6018099547511312,0.9918361438345585,0.0025856540753291203,0.006105179036651397,0.8779885239859955,0.46153846153846156,0.9870202765205867,0.9701745145002642,221,44200
1,resnet18,pretrained,gs30,blind,train,raw,1337,1,1,subject_level,0.4479638009049774,0.6018099547511312,0.9918361999330477,0.0025856502994692702,0.006105178920762841,0.8779887333853263,0.46153846153846156,0.9870203307311459,0.9701903571922168,221,48620
1,resnet18,pretrained,gs30,blind,test,raw,1337,1,1,slice_level,0.4142857142857143,0.6285714285714286,0.9908554749829429,0.003800044740949358,0.01921169651406152,0.8358104111209702,0.38571428571428573,0.9846185096672603,0.9689620075635534,70,4830
1,resnet18,pretrained,gs30,blind,test,raw,1337,1,1,subject_level,0.4142857142857143,0.6285714285714286,0.9908555252211434,0.003800032820020403,0.01921169332095555,0.8358104111209702,0.38571428571428573,0.9846185854503087,0.9689620724252539,70,4830
2,resnet18,pretrained,gs30,adaptive,train,gs30,1337,1,1,slice_level,0.18468468468468469,0.3918918918918919,0.8259748682245478,0.00970378759745005,0.017566621269997175,0.8588404959013066,0.19369369369369369,0.7883452786518647,0.7197536283181057,222,44400
2,resnet18,pretrained,gs30,adaptive,train,gs30,1337,1,1,subject_level,0.18468468468468469,0.3918918918918919,0.8259749060815519,0.009703792161769696,0.017566622515955754,0.8588958592933156,0.19369369369369369,0.7883453140924642,0.719705957835684,222,49062
2,resnet18,pretrained,gs30,adaptive,test,gs30,1337,1,1,slice_level,0.2028985507246377,0.5072463768115942,0.817469426687213,0.010886215645333996,0.044295215007403625,0.8271958436808877,0.13043478260869565,0.7860036285027213,0.7285899176799834,69,4692
2,resnet18,pretrained,gs30,adaptive,test,gs30,1337,1,1,subject_level,0.2028985507246377,0.5072463768115942,0.8174694586491239,0.010886216509169426,0.04429521789585335,0.8271958436808877,0.13043478260869565,0.7860036613284678,0.7285899512552341,69,4692
2,resnet18,pretrained,gs30,blind,train,raw,1337,1,1,slice_level,0.42342342342342343,0.5540540540540541,0.9907267703129364,0.0030383011242290873,0.006548320411008086,0.8739847617888159,0.46846846846846846,0.9841107801274136,0.9634202955273895,222,44400
2,resnet18,pretrained,gs30,blind,train,raw,1337,1,1,subject_level,0.42342342342342343,0.5540540540540541,0.9907268350188797,0.0030383008557396964,0.00654832089974268,0.8739411265245923,0.47297297297297297,0.984110845638825,0.9634047658676417,222,49062
2,resnet18,pretrained,gs30,blind,test,raw,1337,1,1,slice_level,0.4782608695652174,0.6521739130434783,0.9895636534345322,0.0036915151969246244,0.020062215221316917,0.8611018446446002,0.37681159420289856,0.9847397121830263,0.9654997859947314,69,4692
2,resnet18,pretrained,gs30,blind,test,raw,1337,1,1,subject_level,0.4782608695652174,0.6521739130434783,0.9895637182221897,0.003691506558570309,0.020062216220126636,0.8611018446446002,0.37681159420289856,0.9847397709238357,0.9654998489276833,69,4692
