RunGroupID,Model,Initialization,GS_Level,GS_Percentage,TrainingFraction,Top1_Mean,Top1_Std,Top1_CI_Lower,Top1_CI_Upper,Top5_Mean,Top5_Std,F1_Mean,F1_Std,TrueProbTop5_Mean,TrueProbTop5_Std,TrueProbTop5_Median,LPIPS,MutualInfo,Entropy_GS,Entropy_Raw,PSNR,N_Repeats,PerRun_Top1,Top1_GSTrain_RawTest,Top5_GSTrain_RawTest,F1_GSTrain_RawTest,TrueProbTop5Mean_GSTrain_RawTest,TrueProbTop5Median_GSTrain_RawTest,AccuracyDrop_pp,AccuracyDrop_relative,pvalue_vs_raw_paired
OASIS__resnet18_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Scratch,GS 20%,20.0,1.0,63.59269932756964,10.367299142832167,50.71999722330617,76.46540143183311,84.93756003842459,6.322348860128612,0.6033949112047094,0.10701166187641521,0.30043908894226656,0.07445957372510037,0.25809580385684966,0.6884264945983887,0.14405712936725934,4.810004695197341,4.5222308042958685,3.588012444704367,5,"[66.57060518731988, 53.79442843419788, 74.35158501440922, 51.5850144092219, 71.66186359269932]",0.2881844380403458,1.633045148895293,1.6674123705323772e-05,0.003338006249021499,0.0,7.492795389049,10.540540540540553,0.0024406182937421134
OASIS__resnet18_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Scratch,GS 30%,30.0,1.0,58.578290105667634,11.11709834526881,44.77458932585669,72.38199088547859,82.32468780019212,6.670223037995802,0.5513387956903807,0.11361856479970703,0.26377498559997303,0.06834007473456669,0.20609394311904908,0.7161145210266113,0.11210999418951369,4.846626442098772,4.5222308042958685,4.160237139525166,5,"[61.287223823246876, 48.222862632084535, 68.97214217098944, 45.629202689721424, 68.78001921229587]",0.2881844380403458,1.633045148895293,4.803073967339097e-05,0.002454942725706169,0.0,12.507204610951007,17.594594594594593,9.276437449700041e-05
OASIS__resnet18_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Scratch,GS 40%,40.0,1.0,55.004803073967345,11.612040997377772,40.58654982185721,69.42305632607749,79.03938520653219,9.242991415460693,0.5172980610393731,0.1164251831493582,0.22964190028636472,0.06674822842284364,0.1721592664718628,0.7294638156890869,0.0903765573521938,4.752215361550785,4.5222308042958685,4.861500434975131,5,"[56.099903938520654, 45.43707973102786, 67.53121998078771, 41.114313160422675, 64.84149855907782]",0.2881844380403458,1.921229586935639,5.962436649110603e-05,0.002812631727946881,0.0,16.080691642651296,22.621621621621617,0.000347681402485616
OASIS__resnet18_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Scratch,GS 50%,50.0,1.0,49.97118155619596,12.754743565576982,34.13407566449788,65.80828744789403,76.25360230547551,9.96736798208197,0.4655463636587555,0.12879422363227483,0.19508195518481114,0.06503154388398577,0.14274148195981978,0.7410730719566345,0.07970393072171691,4.858465051093315,4.5222308042958685,5.732558532431195,5,"[50.5283381364073, 37.27185398655139, 64.07300672430355, 36.983669548511045, 60.99903938520653]",0.38424591738712777,2.2094140249759846,0.0001502323937798498,0.0032828300046187885,0.0,21.114313160422682,29.702702702702716,0.00018357051681465873
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,Raw,0.0,1.0,86.24399615754083,7.079737544915841,77.45334093128731,95.03465138379435,96.27281460134486,2.244017540987431,0.8525528650024328,0.07590990958063602,0.42576209333234116,0.06782326457507398,0.4118967890739441,0.0,1.0,4.5222308042958685,4.5222308042958685,100.0,5,"[92.98751200768491, 79.731027857829, 90.9702209414025, 77.52161383285303, 90.00960614793468]",,,,,,,,
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 0%,0.0,1.0,84.53410182516811,6.5845922436740105,76.35825069334632,92.7099529569899,95.42747358309319,3.2109546354485716,0.833648423302602,0.06915080470702643,0.389621308194536,0.06866531900921721,0.3566931694746017,0.5218393802642822,0.41258321526947944,4.938536984607305,4.5222308042958685,2.595548805955776,5,"[90.10566762728146, 79.53890489913545, 89.04899135446685, 75.50432276657061, 88.47262247838617]",12.776176753121998,27.185398655139288,0.08822906646847042,0.028095547072267326,0.0,1.709894332372727,1.9826241924704928,0.017553926651656747
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 10%,10.0,1.0,75.54274735830931,8.083617721994745,65.50561025766649,85.57988445895214,92.29586935638808,3.956870167001892,0.7394185129631816,0.08147234329482271,0.30047079749820493,0.046849551899650434,0.24211692214012145,0.6481370329856873,0.20234133865143394,4.901445793644504,4.5222308042958685,3.070332783811998,5,"[83.76560999039386, 68.87608069164266, 80.8837656099904, 65.12968299711815, 79.05859750240154]",0.5763688760806917,2.689721421709894,8.251611966910622e-05,0.003951644116080403,0.0,10.701248799231522,12.408108710180455,3.418657204137381e-05
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 20%,20.0,1.0,66.35926993275697,10.687114806113835,53.089464233335,79.62907563217895,87.0509125840538,6.618280392375412,0.6409880993166296,0.10709936960679799,0.24947401305891423,0.06498049015292355,0.17939334362745285,0.6903079748153687,0.1417994811643935,4.728133332829723,4.5222308042958685,3.5926041877159074,5,"[71.18155619596543, 55.61959654178674, 74.447646493756, 54.082612872238236, 76.46493756003842]",0.7684918347742555,2.2094140249759846,0.0002409365436293617,0.003785416659228969,0.0,19.88472622478386,23.056359991089327,0.000656339075866857
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 30%,30.0,1.0,63.34293948126801,12.193111991546951,48.203191295297536,78.4826876672385,84.76464937560038,9.17666216833048,0.6113178400210101,0.12408098675024597,0.23272010942189225,0.0649391157298775,0.1644829034805298,0.7117288112640381,0.11120703272659399,4.791835736083657,4.5222308042958685,4.183553601176112,5,"[73.58309317963496, 48.89529298751201, 71.46974063400576, 51.20076849183477, 71.56580211335255]",0.7684918347742555,2.2094140249759846,0.00046277529054375855,0.004344158679762216,0.0,22.901056676272823,26.55379817331255,0.0007091730658416503
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 40%,40.0,1.0,60.01921229586935,12.518509965957627,44.475429159984714,75.56299543175399,83.5734870317003,8.641262687434784,0.5786975048646518,0.1260856467916488,0.2045314227705902,0.05709882271471653,0.1370249345898628,0.7245644330978394,0.08840833156606287,4.736914491822333,4.5222308042958685,4.891954533128259,5,"[69.93275696445725, 45.821325648414984, 66.85878962536023, 46.97406340057637, 70.50912584053795]",0.2881844380403458,2.5936599423631126,1.6918851548356896e-05,0.0033984099866824153,0.0,26.224783861671483,30.407663176654058,0.0005614344625585194
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 50%,50.0,1.0,56.31123919308358,13.825246067213325,39.144928885116585,73.47754950105058,79.86551392891451,10.204831185601838,0.5403568205729589,0.13575178263962795,0.19101421158263365,0.050277727935607586,0.12069482877850532,0.7407588958740234,0.07862834580721144,4.820259905521293,4.5222308042958685,5.700896917376652,5,"[68.29971181556196, 36.983669548511045, 64.64937560038425, 46.39769452449568, 65.22574447646494]",0.5763688760806917,2.4015369836695486,0.0002768733797480262,0.0032041701528455753,0.0,29.932756964457255,34.707061706393404,0.0009298274166945479
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,Raw,0.0,1.0,73.62151777137368,11.502855762269352,59.338835894833075,87.90419964791427,93.27569644572526,5.425560517365207,0.7101506210728112,0.12321587992545822,0.34690505678941724,0.07805566519752048,0.3164736807346344,0.0,1.0,4.5222308042958685,4.5222308042958685,100.0,5,"[79.53890489913545, 62.824207492795395, 82.61287223823247, 59.5581171950048, 83.5734870317003]",,,,,,,,
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 0%,0.0,1.0,74.10182516810758,11.554682678443573,59.75479167561553,88.44885866059963,93.67915465898174,4.555279511950819,0.7140711769818398,0.12127321423695785,0.3402370061528557,0.06922860313126752,0.309592467546463,0.5221788883209229,0.4136471672470445,4.9473970506987595,4.5222308042958685,2.595840453004164,5,"[79.2507204610951, 61.863592699327576, 85.39865513928915, 61.47934678194045, 82.51681075888568]",0.48030739673390976,3.073967339097022,0.0017958675019193752,0.004167776787429905,0.0,-0.480307396733906,-0.6524008350730639,0.5751253905000784
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 10%,10.0,1.0,62.958693563880885,10.47237558108475,49.9555218291797,75.96186529858207,88.43419788664745,6.049051688158481,0.5942526413707969,0.10702271817256143,0.26535674957424316,0.05349870017440023,0.2180050641298294,0.6465691328048706,0.20223373036543735,4.899303474835842,4.5222308042958685,3.0723354662429574,5,"[65.60999039385207, 52.92987512007685, 71.75792507204612, 51.008645533141205, 73.48703170028818]",0.2881844380403458,1.729106628242075,1.6578203530604747e-05,0.0031061445246115113,0.0,10.66282420749279,14.483298538622122,0.00028686277985030746
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 20%,20.0,1.0,60.32660902977906,10.096285407048423,47.79041492425697,72.86280313530115,85.93659942363112,6.512585742762343,0.5600210948193658,0.10391162636820282,0.2312996904864034,0.04807052744891458,0.18365415930747986,0.6923155784606934,0.14648837799630265,4.918608592542577,4.5222308042958685,3.5696484891864184,5,"[62.055715658021136, 50.816522574447646, 67.43515850144092, 49.183477425552354, 72.14217098943324]",0.6724303554274735,2.2094140249759846,0.00020325503986188154,0.0055374528364592395,0.0,13.294908741594618,18.058455114822543,0.0005434872105628488
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 30%,30.0,1.0,54.85110470701248,9.567887301890943,42.97100350538352,66.73120590864144,82.26705091258407,7.590862950599554,0.5005962417345702,0.09936479812578257,0.1827528103921244,0.0386433424381341,0.13898563534021377,0.7187329530715942,0.1091977391154964,4.773731452515827,4.5222308042958685,4.174157298044695,5,"[55.61959654178674, 43.51585014409222, 63.20845341018252, 46.87800192122959, 65.03362151777138]",0.48030739673390976,2.4015369836695486,0.0001343833315353912,0.004360543585433397,0.0,18.770413064361193,25.495824634655538,0.0004712704245872248
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 40%,40.0,1.0,51.431316042267056,8.33346482855723,41.083952784350224,61.77867930018389,80.55715658021134,6.931286736497743,0.4653078877574556,0.08671406012590374,0.1533639370264283,0.026407428248669318,0.10897285789251328,0.7302873730659485,0.0906510647989129,4.814372385440703,4.5222308042958685,4.869579256104481,5,"[47.45437079731028, 46.20557156580211, 59.17387127761767, 42.84341978866475, 61.47934678194045]",0.9606147934678195,2.785782901056676,0.0008130709836035302,0.007751210496065768,0.0,22.19020172910662,30.140918580375775,0.0014340783623609421
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 50%,50.0,1.0,46.82036503362152,9.258502855716179,35.324415360411976,58.316314706831065,77.52161383285303,8.632982671830806,0.4168016259794527,0.09585824332093361,0.121303271040621,0.02538644834978105,0.08484146669507027,0.741445779800415,0.07596669645351448,4.73446500118721,4.5222308042958685,5.713690033606888,5,"[41.59462055715658, 36.983669548511045, 56.48414985590778, 42.07492795389049, 56.96445725264169]",1.536983669548511,4.226705091258405,0.0034229411477403483,0.006146175155235413,0.0,26.801152737752155,36.403966597077236,0.0011917084710236726
