RunGroupID,Model,Initialization,GS_Level,GS_Percentage,TrainingFraction,Top1_Mean,Top1_Std,Top1_CI_Lower,Top1_CI_Upper,Top5_Mean,Top5_Std,F1_Mean,F1_Std,TrueProbTop5_Mean,TrueProbTop5_Std,TrueProbTop5_Median,LPIPS,MutualInfo,Entropy_GS,Entropy_Raw,PSNR,N_Repeats,PerRun_Top1,Top1_GSTrain_RawTest,Top5_GSTrain_RawTest,F1_GSTrain_RawTest,TrueProbTop5Mean_GSTrain_RawTest,TrueProbTop5Median_GSTrain_RawTest,AccuracyDrop_pp,AccuracyDrop_relative,pvalue_vs_raw_paired
OASIS__resnet18_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Pretrained,Raw,0.0,1.0,83.86167146974063,8.958730851231474,72.73793790216912,94.98540503731213,95.44668587896254,3.446586282009832,0.8286782605802779,0.09415186404518129,0.3860316806749282,0.08404912668378445,0.3478820413351059,0.0,1.0,4.5222308042958685,4.5222308042958685,100.0,5,"[89.72142170989433, 72.8146013448607, 90.9702209414025, 75.40826128722382, 90.39385206532181]",,,,,,,,
OASIS__resnet18_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Pretrained,GS 0%,0.0,1.0,80.38424591738712,9.553747571122397,68.52170151039776,92.24679032437648,94.19788664745438,4.297932721978109,0.7905657646868022,0.10111880567450432,0.33309414654730407,0.0752491213241033,0.27904758155345916,0.5183670520782471,0.4131943780556248,4.929564311531603,4.5222308042958685,2.5955060826724536,5,"[86.55139289145053, 67.14697406340058, 88.2804995196926, 73.29490874159463, 86.6474543707973]",14.409221902017292,30.45148895292987,0.11053595995693055,0.024376539314858163,0.0,3.477425552353509,4.146620847651779,0.004683080651877975
OASIS__resnet18_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Pretrained,GS 10%,10.0,1.0,72.16138328530259,11.336964002722455,58.08468323419005,86.23808333641513,90.45148895292988,5.781911634539038,0.7013950794642436,0.11439557508044455,0.263311521302261,0.06123394626405239,0.1895943596959114,0.647946834564209,0.20218649871721744,4.91265236256394,4.5222308042958685,3.0686254335246472,5,"[81.17195004803074, 59.5581171950048, 78.6743515850144, 60.03842459173872, 81.3640730067243]",0.5763688760806917,2.0172910662824206,0.0001548818029755923,0.004479712530197602,0.0,11.700288184438037,13.951890034364258,0.0008199892779103873
OASIS__resnet18_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Pretrained,GS 20%,20.0,1.0,68.4149855907781,11.733743569330406,53.84561863658558,82.98435254497062,88.64553314121038,7.054275242725758,0.6642169837847072,0.12046465206457532,0.2362781500626323,0.06074872803972153,0.16115245074033738,0.6790796518325806,0.14522881731522344,4.778905922622021,4.5222308042958685,3.5823824946469136,5,"[76.84918347742556, 54.947166186359276, 76.84918347742556, 56.195965417867434, 77.23342939481267]",0.38424591738712777,2.2094140249759846,0.00015157585188687467,0.003966609701356787,0.0,15.446685878962526,18.419243986254283,0.0002848553876784181
