arch,init,train_condition,attacker_type,eval_condition,eval_split,k_gallery,k_probe,n_subjects,level,rank1,rank5,top1_sim,margin,p_top1,auc,tar_at_far_1pct,mean_sim_same,mean_sim_diff
densenet121,scratch,gs40,adaptive,gs40,train,1,1,3843,slice_level,0.029404111371324485,0.06713505074160812,0.9521756889514243,0.008561851207148492,0.01085270375726808,0.7877519382443174,0.16237314597970337,0.7398223455936189,0.5648764249482154
densenet121,scratch,gs40,adaptive,gs40,train,1,1,3843,subject_level,0.029404111371324485,0.06713505074160812,0.9521757445234884,0.00856185353363736,0.010852705165884387,0.7882725163960493,0.16237314597970337,0.7398223885948882,0.5644884391584155
densenet121,scratch,gs40,blind,raw,train,1,1,3843,slice_level,0.029924538121259434,0.06375227686703097,0.9642469677303472,0.00634072183973306,0.0064930012817982895,0.7283423129969437,0.11345303148581837,0.7653969938544721,0.6369748205513988
densenet121,scratch,gs40,blind,raw,train,1,1,3843,subject_level,0.029924538121259434,0.06375227686703097,0.96424702356608,0.006340723871533336,0.006493001889896434,0.728471624452582,0.11085089773614364,0.7653970381353102,0.6368710754499162
densenet121,scratch,gs30,adaptive,gs30,train,1,1,3843,slice_level,0.04033307311995837,0.08873276086390841,0.9614835031759047,0.007349549762414143,0.0096371109254349,0.8132713701503773,0.2128545407233932,0.7710638888918916,0.5761030696809772
densenet121,scratch,gs30,adaptive,gs30,train,1,1,3843,subject_level,0.04033307311995837,0.08873276086390841,0.9614835587479688,0.007349548754268967,0.009637111908194688,0.8132074767976407,0.21337496747332813,0.7710639342041398,0.5761642736011252
densenet121,scratch,gs30,blind,raw,train,1,1,3843,slice_level,0.044756700494405416,0.09315638823835545,0.9760443886648451,0.00487624671413909,0.004300635960443814,0.7604985787799547,0.16341399947957325,0.8346288814508694,0.7090055224549723
densenet121,scratch,gs30,blind,raw,train,1,1,3843,subject_level,0.044756700494405416,0.09315638823835545,0.9760444458654515,0.004876248203091965,0.004300636475967089,0.760918134488808,0.1649752797293781,0.8346289296014341,0.7087547805939697
densenet121,scratch,gs20,adaptive,gs20,train,1,1,3843,slice_level,0.043195420244600574,0.09445745511319281,0.9528741200485795,0.008600082693390321,0.011511230252507706,0.8138291082007567,0.21467603434816548,0.7508835766329729,0.554580014889404
densenet121,scratch,gs20,adaptive,gs20,train,1,1,3843,subject_level,0.043195420244600574,0.09445745511319281,0.9528741790948669,0.008600085593746443,0.011511232102490455,0.813815785993695,0.21467603434816548,0.7508836220925654,0.5545740953582108
densenet121,scratch,gs20,blind,raw,train,1,1,3843,slice_level,0.04813947436898257,0.08821233411397346,0.9674981296326138,0.006276695004919064,0.006447693249845653,0.7534846288242072,0.1592505854800937,0.7935957748955685,0.654090017649657
densenet121,scratch,gs20,blind,raw,train,1,1,3843,subject_level,0.04813947436898257,0.08821233411397346,0.9674981855614062,0.00627669443105181,0.006447694064025878,0.7538015936325659,0.16341399947957325,0.7935958194478303,0.6539356889837799
densenet121,scratch,gs10,adaptive,gs10,train,1,1,3843,slice_level,0.04787926099401509,0.10174342961228207,0.9514436558792437,0.008815110536282986,0.011005709924357801,0.8222118499126088,0.21779859484777517,0.7572448397796352,0.5599942328199073
densenet121,scratch,gs10,adaptive,gs10,train,1,1,3843,subject_level,0.04787926099401509,0.10174342961228207,0.9514437127541416,0.00881511390193688,0.011005711591735409,0.8221103578939415,0.21883944834764507,0.7572448853400422,0.5601191237074709
densenet121,scratch,gs10,blind,raw,train,1,1,3843,slice_level,0.04709862086911267,0.09888108248763987,0.9634215412833497,0.0064644120088815996,0.006200383272296583,0.7751288953376847,0.2019255789747593,0.7983008494313235,0.660242921835761
densenet121,scratch,gs10,blind,raw,train,1,1,3843,subject_level,0.04709862086911267,0.09888108248763987,0.9634215982202872,0.006464411450524272,0.006200384044400076,0.7753975069080454,0.20348685922456414,0.7983008968529216,0.6601353223259145
densenet121,scratch,gs0,adaptive,gs0,train,1,1,3843,slice_level,0.06843611761644548,0.12984647410876918,0.9574204373570615,0.0080080910210432,0.009625501679949659,0.8394483530619491,0.2625552953421806,0.7832979450320751,0.5633424231523249
densenet121,scratch,gs0,adaptive,gs0,train,1,1,3843,subject_level,0.06843611761644548,0.12984647410876918,0.9574204967600772,0.008008094603836056,0.009625503028889102,0.8394951919434201,0.2607338017174083,0.7832979915889948,0.563215689594543
densenet121,scratch,gs0,blind,raw,train,1,1,3843,slice_level,0.06479313036690086,0.12125943273484258,0.9622469672677791,0.0068253284470972345,0.006331445923779812,0.7947131948223564,0.21701795472287275,0.7984786149024219,0.6359804219081552
densenet121,scratch,gs0,blind,raw,train,1,1,3843,subject_level,0.06479313036690086,0.12125943273484258,0.9622470287801448,0.006825333255174227,0.006331446878367276,0.794742380024063,0.21727816809784023,0.7984786651856013,0.635936744568584
resnet18,pretrained,raw,adaptive,raw,val,1,1,599,slice_level,0.2687813021702838,0.4290484140233723,0.8594665791037087,0.013032033964867186,0.009792475849203454,0.8703368371325609,0.35225375626043404,0.8154065704504915,0.7241968302167516
resnet18,pretrained,raw,adaptive,raw,val,1,1,599,subject_level,0.2687813021702838,0.4290484140233723,0.8594666209961218,0.013032028491986614,0.009792475665737571,0.8704403527303436,0.35225375626043404,0.815406615427619,0.7241923833266523
resnet18,pretrained,gs50,adaptive,gs50,val,1,1,599,slice_level,0.02003338898163606,0.08681135225375626,0.9340103409923177,0.005796227212342277,0.00934879642791536,0.7656315966231979,0.09181969949916527,0.854509534441768,0.7815330220915638
resnet18,pretrained,gs50,adaptive,gs50,val,1,1,599,subject_level,0.02003338898163606,0.08681135225375626,0.9340103940295058,0.0057962308940982974,0.009348796587281912,0.765975323368664,0.09181969949916527,0.8545095838967071,0.7812918730599057
resnet18,pretrained,gs50,blind,raw,val,1,1,599,slice_level,0.14524207011686144,0.23205342237061768,0.9823220432899233,0.0018719455634612272,0.00260033090684395,0.7488505397142149,0.1986644407345576,0.9654928945340776,0.9499429637576782
resnet18,pretrained,gs50,blind,raw,val,1,1,599,subject_level,0.14524207011686144,0.23205342237061768,0.9823220973221806,0.001871947752613456,0.0026003307455339047,0.7484508014191711,0.1986644407345576,0.9654929531436531,0.949960980727995
resnet18,pretrained,gs40,adaptive,gs40,val,1,1,599,slice_level,0.03005008347245409,0.12186978297161936,0.9305854390977022,0.006162776672382387,0.009035933754237396,0.7745327075454082,0.10350584307178631,0.8561154823868422,0.7879034368987374
resnet18,pretrained,gs40,adaptive,gs40,val,1,1,599,subject_level,0.03005008347245409,0.12186978297161936,0.930585491338835,0.006162775876327031,0.009035934984858128,0.7742819891806321,0.10350584307178631,0.8561155266674214,0.7880349942114397
resnet18,pretrained,gs40,blind,raw,val,1,1,599,slice_level,0.1636060100166945,0.2604340567612688,0.97699397444128,0.002311198560144746,0.0028968972339759734,0.7480244202217943,0.2287145242070117,0.9563717368449114,0.936341566042928
resnet18,pretrained,gs40,blind,raw,val,1,1,599,subject_level,0.1636060100166945,0.2604340567612688,0.9769940307621964,0.002311199356200102,0.0028968971760598367,0.7483393552414848,0.2287145242070117,0.9563717973451185,0.936310756371893
resnet18,pretrained,gs30,adaptive,gs30,val,1,1,599,slice_level,0.028380634390651086,0.09849749582637729,0.928824108709676,0.005835166359584598,0.00859253739282016,0.7738619666611855,0.1018363939899833,0.8556192718782091,0.7906002111170746
resnet18,pretrained,gs30,adaptive,gs30,val,1,1,599,subject_level,0.028380634390651086,0.09849749582637729,0.9288241633389749,0.005835166260077678,0.00859253802873157,0.7730825192794891,0.1001669449081803,0.8556193241690953,0.7908538029611807
