model,init,train_condition,eval_condition,attacker_type,fold_id,subject_auc,subject_acc,subject_bacc,sensitivity,specificity,msp_correct_mean,msp_wrong_mean,nll_correct_mean,nll_wrong_mean,nllpct_correct_mean,nllpct_wrong_mean,n_train_subjects,n_val_subjects,n_train_slices,n_val_slices,lr,weight_decay,patience,num_epochs_max,epochs_trained,best_val_auc,best_val_loss,seed,timestamp,ckpt_path
resnet18,pretrained,gs20,gs20,adaptive,0,0.8178861788617886,0.7678571428571429,0.7780487804878049,0.8,0.7560975609756098,0.8189584711508552,0.7484752688916265,0.21682199838721194,1.656095937404115,81.89584711508552,25.152473110837338,221,56,12000,7130,5e-05,0.0001,7,50,4,0.8178861788617886,0.8796341270208359,1337,2026-01-17 05:36:36,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs20/fold_0.pt
resnet18,pretrained,gs20,raw,blind,0,0.6959349593495935,0.6785714285714286,0.526829268292683,0.2,0.8536585365853658,0.7592369834568966,0.6406065918323823,0.2930579367469425,1.0708621822950004,75.92369834568967,35.93934081676177,221,56,12000,7130,5e-05,0.0001,7,50,,,,1337,2026-01-17 05:36:40,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs20/fold_0.pt
densenet121,pretrained,gs20,gs20,adaptive,0,0.8195121951219512,0.6607142857142857,0.7471544715447155,0.9333333333333333,0.5609756097560976,0.7923913141078708,0.6989771537377325,0.2440539311423117,1.336565603397711,79.23913141078707,30.102284626226744,221,56,12000,7130,5e-05,0.0001,7,50,1,0.8195121951219512,0.7083903503205095,1337,2026-01-17 05:42:29,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs20/fold_0.pt
densenet121,pretrained,gs20,raw,blind,0,0.5430894308943089,0.26785714285714285,0.5,1.0,0.0,0.9995725575527409,0.9995245018086344,0.0004275487934131196,7.840502738668095,99.95725575527412,0.047549819136554095,221,56,12000,7130,5e-05,0.0001,7,50,,,,1337,2026-01-17 05:42:41,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs20/fold_0.pt
resnet18,pretrained,gs30,gs30,adaptive,0,0.8097560975609757,0.75,0.7235772357723578,0.6666666666666666,0.7804878048780488,0.8235939705947748,0.7381000412037395,0.20880291694944111,1.5255392925723383,82.35939705947752,26.189995879626057,221,56,12000,7130,5e-05,0.0001,7,50,5,0.8097560975609757,0.8468719263161931,1337,2026-01-17 05:53:38,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs30/fold_0.pt
resnet18,pretrained,gs30,raw,blind,0,0.5024390243902439,0.26785714285714285,0.5,1.0,0.0,0.8344539548013372,0.8335206215068359,0.18262443673670734,1.853136068096744,83.44539548013373,16.64793784931642,221,56,12000,7130,5e-05,0.0001,7,50,,,,1337,2026-01-17 05:53:42,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs30/fold_0.pt
densenet121,pretrained,gs30,gs30,adaptive,0,0.7967479674796748,0.75,0.7658536585365854,0.8,0.7317073170731707,0.7649150386809834,0.6929956200103792,0.2876743535365024,1.2750680288035985,76.49150386809833,30.70043799896208,221,56,12000,7130,5e-05,0.0001,7,50,1,0.7967479674796748,0.6215290549610343,1337,2026-01-17 05:59:29,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs30/fold_0.pt
densenet121,pretrained,gs30,raw,blind,0,0.5528455284552846,0.4642857142857143,0.5707317073170732,0.8,0.34146341463414637,0.5602399212153393,0.5882760834589761,0.584536328313824,0.8931878191039452,56.02399212153393,41.17239165410239,221,56,12000,7130,5e-05,0.0001,7,50,,,,1337,2026-01-17 05:59:41,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs30/fold_0.pt
resnet18,pretrained,gs40,gs40,adaptive,0,0.8,0.7321428571428571,0.7113821138211383,0.6666666666666666,0.7560975609756098,0.8040415120835362,0.6940416220634406,0.2330174263311546,1.3753970694570987,80.40415120835362,30.595837793655953,221,56,12000,7130,5e-05,0.0001,7,50,6,0.8,0.8207680114677974,1337,2026-01-17 06:10:43,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs40/fold_0.pt
resnet18,pretrained,gs40,raw,blind,0,0.41463414634146345,0.5178571428571429,0.3959349593495935,0.13333333333333333,0.6585365853658537,0.6526728568686339,0.6037502045584053,0.4374229933406188,0.9661563227179502,65.26728568686339,39.62497954415947,221,56,12000,7130,5e-05,0.0001,7,50,,,,1337,2026-01-17 06:10:47,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs40/fold_0.pt
densenet121,pretrained,gs40,gs40,adaptive,0,0.8016260162601626,0.7678571428571429,0.7146341463414634,0.6,0.8292682926829268,0.8018969861482773,0.695220435391788,0.23558712095723702,1.2955792469217577,80.18969861482775,30.477956460821204,221,56,12000,7130,5e-05,0.0001,7,50,7,0.8016260162601626,0.7201828775661332,1337,2026-01-17 06:20:46,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs40/fold_0.pt
densenet121,pretrained,gs40,raw,blind,0,0.3495934959349593,0.7321428571428571,0.5,0.0,1.0,0.9910331126340569,0.9930110868702087,0.00901596068787928,5.118643557012194,99.10331126340569,0.6988913129791275,221,56,12000,7130,5e-05,0.0001,7,50,,,,1337,2026-01-17 06:20:58,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs40/fold_0.pt
resnet18,pretrained,gs50,gs50,adaptive,0,0.8227642276422764,0.8035714285714286,0.7601626016260162,0.6666666666666666,0.8536585365853658,0.7901418980404887,0.7122117482969685,0.2531410356057744,1.3898873575874144,79.01418980404888,28.778825170303154,221,56,12000,7130,5e-05,0.0001,7,50,5,0.8227642276422764,0.7121737056544849,1337,2026-01-17 06:31:50,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs50/fold_0.pt
resnet18,pretrained,gs50,raw,blind,0,0.4178861788617886,0.3392857142857143,0.4219512195121951,0.6,0.24390243902439024,0.588716491485509,0.5965698337124483,0.5340523158616325,0.9250865605134908,58.8716491485509,40.34301662875517,221,56,12000,7130,5e-05,0.0001,7,50,,,,1337,2026-01-17 06:31:54,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs50/fold_0.pt
densenet121,pretrained,gs50,gs50,adaptive,0,0.8178861788617886,0.75,0.6813008130081301,0.5333333333333333,0.8292682926829268,0.7915262199451415,0.6652405734196128,0.2466176116620946,1.1818768673609934,79.15262199451415,33.475942658038726,221,56,12000,7130,5e-05,0.0001,7,50,14,0.8178861788617886,0.7237425781786442,1337,2026-01-17 06:46:45,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs50/fold_0.pt
densenet121,pretrained,gs50,raw,blind,0,0.5,0.26785714285714285,0.5,1.0,0.0,0.999999999999,0.999999999999,9.99977878280379e-13,27.631021115928544,99.99999999989998,1.000000000000001e-10,221,56,12000,7130,5e-05,0.0001,7,50,,,,1337,2026-01-17 06:46:57,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs50/fold_0.pt
resnet18,pretrained,raw,raw,adaptive,1,0.8658318425760286,0.75,0.8103756708407872,0.9230769230769231,0.6976744186046512,0.7963613781326321,0.7949424544703385,0.24412939821404891,1.7964683217560489,79.6361378132632,20.50575455296613,221,56,12000,7626,5e-05,0.0001,7,50,1,0.8658318425760286,0.8128256789098184,1337,2026-01-17 06:49:39,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/raw/fold_1.pt
densenet121,pretrained,raw,raw,adaptive,1,0.8354203935599284,0.7321428571428571,0.6377459749552773,0.46153846153846156,0.813953488372093,0.8552944235003697,0.6803755295052323,0.16322446378540262,1.2124672538261305,85.52944235003694,31.962447049476772,221,56,12000,7626,5e-05,0.0001,7,50,10,0.8354203935599284,0.5534599517782529,1337,2026-01-17 07:02:55,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/raw/fold_1.pt
resnet18,pretrained,gs0,gs0,adaptive,1,0.8676207513416816,0.7678571428571429,0.6610017889087656,0.46153846153846156,0.8604651162790697,0.8445115519247839,0.6172412858360791,0.18285364004224147,1.0158986804695507,84.4511551924784,38.275871416392086,221,56,12000,7626,5e-05,0.0001,7,50,10,0.8676207513416816,0.42825327118237816,1337,2026-01-17 07:15:11,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs0/fold_1.pt
resnet18,pretrained,gs0,raw,blind,1,0.7567084078711985,0.75,0.5152057245080501,0.07692307692307693,0.9534883720930233,0.7561721740535156,0.66874486663323,0.2871053627724155,1.131702336622077,75.61721740535155,33.125513336677024,221,56,12000,7626,5e-05,0.0001,7,50,,,,1337,2026-01-17 07:15:15,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs0/fold_1.pt
densenet121,pretrained,gs0,gs0,adaptive,1,0.8318425760286225,0.7678571428571429,0.7415026833631484,0.6923076923076923,0.7906976744186046,0.829902273342807,0.708594509302211,0.20223317173547714,1.3212255967374429,82.99022733428069,29.140549069778906,221,56,12000,7626,5e-05,0.0001,7,50,1,0.8318425760286225,0.5201449672381083,1337,2026-01-17 07:21:09,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs0/fold_1.pt
densenet121,pretrained,gs0,raw,blind,1,0.5992844364937389,0.7857142857142857,0.5384615384615384,0.07692307692307693,1.0,0.7000225286761013,0.680460853672396,0.363389903025746,1.1705250366111652,70.00225286761012,31.953914632760387,221,56,12000,7626,5e-05,0.0001,7,50,,,,1337,2026-01-17 07:21:22,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs0/fold_1.pt
resnet18,pretrained,gs10,gs10,adaptive,1,0.8711985688729875,0.75,0.7298747763864043,0.6923076923076923,0.7674418604651163,0.845955525262069,0.6335477923348325,0.17949647193331209,1.0520662672532506,84.5955525262069,36.645220766516736,221,56,12000,7626,5e-05,0.0001,7,50,2,0.8711985688729875,0.5357587039470673,1337,2026-01-17 07:33:32,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs10/fold_1.pt
resnet18,pretrained,gs10,raw,blind,1,0.6583184257602863,0.23214285714285715,0.5,1.0,0.0,0.8924184424003064,0.8501737341508325,0.11475827651908636,2.074078824928077,89.24184424003063,14.98262658491675,221,56,12000,7626,5e-05,0.0001,7,50,,,,1337,2026-01-17 07:33:37,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs10/fold_1.pt
densenet121,pretrained,gs10,gs10,adaptive,1,0.8694096601073346,0.7857142857142857,0.7262969588550985,0.6153846153846154,0.8372093023255814,0.8267515034802081,0.6521061666232223,0.20358386339047457,1.1215830268741063,82.67515034802081,34.78938333767777,221,56,12000,7626,5e-05,0.0001,7,50,8,0.8694096601073346,0.5617404182751974,1337,2026-01-17 07:44:30,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs10/fold_1.pt
densenet121,pretrained,gs10,raw,blind,1,0.5241502683363148,0.7678571428571429,0.5,0.0,1.0,0.9095656282697447,0.914104800860839,0.09648789769615979,2.5268506274643125,90.95656282697446,8.589519913916108,221,56,12000,7626,5e-05,0.0001,7,50,,,,1337,2026-01-17 07:44:43,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs10/fold_1.pt
resnet18,pretrained,gs20,gs20,adaptive,1,0.8747763864042934,0.8035714285714286,0.7379248658318426,0.6153846153846154,0.8604651162790697,0.8266445793897885,0.6595565064450388,0.2080086484903013,1.1280377849649352,82.66445793897886,34.04434935549613,221,56,12000,7626,5e-05,0.0001,7,50,5,0.8747763864042934,0.560388594865799,1337,2026-01-17 07:55:55,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs20/fold_1.pt
resnet18,pretrained,gs20,raw,blind,1,0.7638640429338104,0.23214285714285715,0.5,1.0,0.0,0.968434927370353,0.9338677045340745,0.032546108730081166,2.9934670138790014,96.8434927370353,6.613229546592547,221,56,12000,7626,5e-05,0.0001,7,50,,,,1337,2026-01-17 07:56:00,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs20/fold_1.pt
densenet121,pretrained,gs20,gs20,adaptive,1,0.853309481216458,0.7678571428571429,0.6878354203935599,0.5384615384615384,0.8372093023255814,0.8297879369685482,0.6490074096446297,0.20191099812808988,1.1070423812624735,82.97879369685482,35.09925903553703,221,56,12000,7626,5e-05,0.0001,7,50,9,0.853309481216458,0.5727338333924611,1337,2026-01-17 08:07:34,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs20/fold_1.pt
densenet121,pretrained,gs20,raw,blind,1,0.5635062611806798,0.23214285714285715,0.5,1.0,0.0,0.9993795211202751,0.9991849503962211,0.0006207249313621584,7.344702850377368,99.93795211202749,0.08150496037789164,221,56,12000,7626,5e-05,0.0001,7,50,,,,1337,2026-01-17 08:07:47,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs20/fold_1.pt
resnet18,pretrained,gs30,gs30,adaptive,1,0.8801431127012522,0.7857142857142857,0.6994633273703041,0.5384615384615384,0.8604651162790697,0.8158534885896781,0.616949149965739,0.21925265883273415,0.977358721918521,81.58534885896779,38.30508500342608,221,56,12000,7626,5e-05,0.0001,7,50,2,0.8801431127012522,0.534927515188853,1337,2026-01-17 08:18:21,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs30/fold_1.pt
resnet18,pretrained,gs30,raw,blind,1,0.6547406082289803,0.35714285714285715,0.5545617173524151,0.9230769230769231,0.18604651162790697,0.6683863259942061,0.6800357521452641,0.41835683236803234,1.195444623831989,66.8386325994206,31.99642478547359,221,56,12000,7626,5e-05,0.0001,7,50,,,,1337,2026-01-17 08:18:25,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/resnet18/pretrained/gs30/fold_1.pt
densenet121,pretrained,gs30,gs30,adaptive,1,0.849731663685152,0.8035714285714286,0.8452593917710197,0.9230769230769231,0.7674418604651163,0.786049267125347,0.7072033281451708,0.2556185252111986,1.3045259367807396,78.6049267125347,29.27966718548291,221,56,12000,7626,5e-05,0.0001,7,50,2,0.849731663685152,0.540597407023112,1337,2026-01-17 08:25:03,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs30/fold_1.pt
densenet121,pretrained,gs30,raw,blind,1,0.29695885509839,0.7678571428571429,0.5,0.0,1.0,0.9896179403458778,0.993570947870963,0.010454713698636564,5.143212670262861,98.96179403458777,0.6429052129036877,221,56,12000,7626,5e-05,0.0001,7,50,,,,1337,2026-01-17 08:25:15,/home/jupyter/notebooks/jan26-LearningT/re-id-new/models2/utility/densenet121/pretrained/gs30/fold_1.pt
